term	set_size	overlap	pval	padj
Immune::GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_DN	77	23	0.0003631656513205906	0.007135188891517687
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	77	23	0.0003631656513205906	0.007135188891517687
GO_BP::GOBP_REGULATION_OF_ACTION_POTENTIAL	37	14	0.00036610597508374165	0.007158125299760808
GO_BP::GOBP_RESPONSE_TO_AMYLOID_BETA	37	14	0.00036610597508374165	0.007158125299760808
GO_BP::GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	18	9	0.00036908094819967685	0.007181514835451543
GO_BP::GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	18	9	0.00036908094819967685	0.007181514835451543
GO_BP::GOBP_RESPONSE_TO_GROWTH_FACTOR	438	89	0.00037192301642615565	0.007219419128945209
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	211	49	0.00037524815079484683	0.00724943763787777
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	750	141	0.0003752650071372022	0.00724943763787777
GO_BP::GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	142	36	0.00038339372557493986	0.007371200795280094
Immune::GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	142	36	0.00038339372557493986	0.007371200795280094
GO_BP::GOBP_MESENCHYME_DEVELOPMENT	163	40	0.00038767848433647503	0.007435875916905073
GO_BP::GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	206	48	0.00039483434767712195	0.007550715372450986
GO_BP::GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	50	17	0.00039553592601198354	0.007550715372450986
GO_BP::GOBP_WOUND_HEALING	250	56	0.0003975569436478438	0.007571396981029101
GO_BP::GOBP_SENSORY_SYSTEM_DEVELOPMENT	217	50	0.00039967409959906395	0.007593807892382215
Immune::GSE43863_TFH_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_DN	132	34	0.0004018034615383431	0.007601333932307017
Immune::GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	158	39	0.00040195289029041443	0.007601333932307017
Immune::GSE21063_WT_VS_NFATC1_KO_3H_ANTI_IGM_STIM_BCELL_UP	122	32	0.000415616165343387	0.007770391705780908
Immune::GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_UP	153	38	0.0004159780288818404	0.007770391705780908
Immune::GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP	153	38	0.0004159780288818404	0.007770391705780908
Immune::GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	153	38	0.0004159780288818404	0.007770391705780908
GO_BP::GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	97	27	0.0004166662053997688	0.007770391705780908
Immune::GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	97	27	0.0004166662053997688	0.007770391705780908
Immune::GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN	185	44	0.00042451283443637773	0.007898481884962559
GO_BP::GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	347	73	0.00043310249530084194	0.008039776205871952
GO_BP::GOBP_REGULATION_OF_TISSUE_REMODELING	46	16	0.0004350791583948718	0.008057945422106859
GO_BP::GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	78	23	0.0004459264219359067	0.008205007657247855
Reactome::REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	78	23	0.0004459264219359067	0.008205007657247855
GO_BP::GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	559	109	0.00044606790854883076	0.008205007657247855
GO_BP::GOBP_PLASMINOGEN_ACTIVATION	15	8	0.00045341052693588177	0.008321113647743739
GO_BP::GOBP_CALCIUM_ION_IMPORT	22	10	0.0004591527961249998	0.008385428593965866
GO_BP::GOBP_DEVELOPMENTAL_GROWTH	429	87	0.0004599511463988751	0.008385428593965866
Immune::GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	159	39	0.00046003032410239986	0.008385428593965866
Immune::GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_DN	83	24	0.00046548356295165013	0.008465720204582375
Immune::LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE	42	15	0.00047220361613149297	0.008568638652273721
GO_BP::GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	530	104	0.0004743120369688979	0.008587600220905494
Immune::GSE3982_DC_VS_BCELL_UP	154	38	0.00047706062600795876	0.00861804151009903
GO_BP::GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	88	25	0.00048036391395161874	0.008658345100802057
GO_BP::GOBP_REGULATION_OF_CELL_MORPHOGENESIS	197	46	0.0004912198139023734	0.008834298434881215
Immune::GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	149	37	0.0004937824872908483	0.008841005731427052
Immune::GSE32255_UNSTIM_VS_4H_LPS_STIM_DC_UP	149	37	0.0004937824872908483	0.008841005731427052
Immune::GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN	98	27	0.0004975473002432944	0.008888704534213723
GO_BP::GOBP_CONNECTIVE_TISSUE_REPLACEMENT	9	6	0.0005011386543009425	0.008921019460406732
GO_BP::GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	38	14	0.000503635635991	0.008921019460406732
GO_BP::GOBP_PEPTIDYL_TYROSINE_MODIFICATION	165	40	0.0005048799867994894	0.008921019460406732
Immune::GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	165	40	0.0005048799867994894	0.008921019460406732
Immune::GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP	165	40	0.0005048799867994894	0.008921019460406732
GO_BP::GOBP_AXON_GUIDANCE	144	36	0.000510024895216745	0.008981071363179986
GO_BP::GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	26	11	0.0005105030038018097	0.008981071363179986
GO_BP::GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION	12	7	0.0005153069619072762	0.009026255352280379
GO_BP::GOBP_SYNAPSE_PRUNING	12	7	0.0005153069619072762	0.009026255352280379
Immune::GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN	160	39	0.0005254517199630959	0.009161352957914336
Immune::GSE3982_MAC_VS_BCELL_UP	160	39	0.0005254517199630959	0.009161352957914336
GO_BP::GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	176	42	0.0005264232535569351	0.009161352957914336
GO_BP::GOBP_LEUKOCYTE_CELL_CELL_ADHESION	264	58	0.0005321823802083077	0.009241661763832442
Immune::GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP	134	34	0.0005402564879332519	0.009361740643907745
GO_BP::GOBP_CHONDROCYTE_DIFFERENTIATION	65	20	0.0005632929801900353	0.009740023158532195
Immune::GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	150	37	0.0005663094167013274	0.009750423325934367
Immune::GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN	150	37	0.0005663094167013274	0.009750423325934367
GO_BP::GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	89	25	0.0005781669818625128	0.00993340080540381
Reactome::REACTOME_AMYLOID_FIBER_FORMATION	56	18	0.0005861775383051944	0.01004964675544468
Immune::GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	177	42	0.0005960601936163819	0.010197428100534499
GO_BP::GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	752	140	0.0006022560998193626	0.01023079027240871
GO_BP::GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	70	21	0.0006038413211838356	0.01023079027240871
GO_BP::GOBP_REGULATION_OF_OSSIFICATION	70	21	0.0006038413211838356	0.01023079027240871
GO_BP::GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	468	93	0.0006049923635904329	0.01023079027240871
GO_BP::GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	140	35	0.0006056121052893329	0.01023079027240871
Immune::GSE8835_HEALTHY_VS_CLL_CD8_TCELL_DN	140	35	0.0006056121052893329	0.01023079027240871
GO_BP::GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	19	9	0.0006120408796798086	0.01031780814909072
GO_BP::GOBP_MAPK_CASCADE	492	97	0.0006157930104092823	0.010359434498031155
Immune::GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP	156	38	0.0006235828963688123	0.010434471782123677
GO_BP::GOBP_MYELOID_LEUKOCYTE_MIGRATION	135	34	0.0006241300149555091	0.010434471782123677
Immune::GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP	135	34	0.0006241300149555091	0.010434471782123677
GO_BP::GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	43	15	0.0006297653759280318	0.010506932666567886
GO_BP::GOBP_MAINTENANCE_OF_LOCATION	249	55	0.0006381786654391704	0.01062534582148722
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP	130	33	0.0006415311432293386	0.010644608335340136
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	183	43	0.0006419720444966745	0.010644608335340136
GO_BP::GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	61	19	0.0006482453630152589	0.010726601037598803
Immune::GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN	167	40	0.0006525628716749284	0.010764842804531764
GO_BP::GOBP_AXON_DEVELOPMENT	346	72	0.0006532226593461999	0.010764842804531764
GO_BP::GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	125	32	0.0006574965901373276	0.01079122960438805
Immune::GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP	125	32	0.0006574965901373276	0.01079122960438805
GO_BP::GOBP_DENDRITIC_SPINE_DEVELOPMENT	85	24	0.0006805837284202908	0.011117009456614002
Immune::GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	162	39	0.0006815256001333805	0.011117009456614002
GO_BP::GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	39	14	0.0006827201563805286	0.011117009456614002
Immune::GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_DN	115	30	0.0006836310405831583	0.011117009456614002
GO_BP::GOBP_EPITHELIAL_CELL_DIFFERENTIATION	335	70	0.0006842295603637349	0.011117009456614002
Reactome::REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	90	25	0.0006929249138479232	0.011198864289886173
GO_BP::GOBP_NEUROTRANSMITTER_SECRETION	110	29	0.0006929409130874129	0.011198864289886173
GO_BP::GOBP_ENDOTHELIAL_CELL_MIGRATION	141	35	0.0006962018419223355	0.011198864289886173
Immune::GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN	141	35	0.0006962018419223355	0.011198864289886173
Immune::GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN	141	35	0.0006962018419223355	0.011198864289886173
GO_BP::GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	95	26	0.0006996948006125221	0.011232674980012158
GO_BP::GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	100	27	0.0007015422556681954	0.011239987528810868
GO_BP::GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	23	10	0.0007082049274083299	0.011324266908558938
Immune::GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_DN	157	38	0.0007107864397330817	0.011343083993764099
GO_BP::GOBP_OSTEOBLAST_DIFFERENTIATION	136	34	0.0007192783498488964	0.011433410777617793
Immune::GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	136	34	0.0007192783498488964	0.011433410777617793
GO_BP::GOBP_CARDIAC_CONDUCTION	57	18	0.0007430613058402704	0.011788251561218436
GO_BP::GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	27	11	0.0007503018115233622	0.011879778682453233
GO_BP::GOBP_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	31	12	0.0007519581756189694	0.011882705025681367
Immune::GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP	163	39	0.0007739452575211154	0.012182471646165706
Immune::GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_UP	163	39	0.0007739452575211154	0.012182471646165706
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	76	22	0.0007761326917519216	0.012193135186569585
Immune::GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN	121	31	0.0007808426165499811	0.012243308987652616
Immune::GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	142	35	0.0007985222538116712	0.012472083558083645
Immune::GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	142	35	0.0007985222538116712	0.012472083558083645
Immune::GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP	158	38	0.000808583730389926	0.012560857588343938
Immune::GSE7852_LN_VS_FAT_TREG_DN	158	38	0.000808583730389926	0.012560857588343938
Reactome::REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	478	94	0.0008088725629645632	0.012560857588343938
Immune::GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	111	29	0.0008113580369633219	0.01257527091838546
GO_BP::GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	86	24	0.0008173680227594628	0.01264415092678671
GO_BP::GOBP_REGULATION_OF_GTPASE_ACTIVITY	218	49	0.0008193301631333411	0.012650269727154358
GO_BP::GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	101	27	0.0008285250051277395	0.012758934749385551
GO_BP::GOBP_OSSIFICATION	246	54	0.0008295282654399275	0.012758934749385551
Immune::GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	153	37	0.0008435873257270337	0.01293610792974419
GO_BP::GOBP_TUBE_DEVELOPMENT	605	115	0.0008442512543622524	0.01293610792974419
Immune::GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP	132	33	0.0008544898434456863	0.01306819220799984
Immune::GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	67	20	0.0008655236105148664	0.013186987084731218
Immune::GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN	67	20	0.0008655236105148664	0.013186987084731218
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN	148	36	0.0008787519865986509	0.01336331881691922
Immune::HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_28DY_POSITIVE	1027	183	0.0008880535411887082	0.013479384107328605
Immune::GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN	122	31	0.0009052604186093701	0.013714780263171977
Immune::GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP	143	35	0.0009138329390089146	0.013801431857930306
Immune::GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	186	43	0.000914398271701884	0.013801431857930306
Immune::GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN	159	38	0.0009180467836041897	0.01380489344060304
Immune::GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	159	38	0.0009180467836041897	0.01380489344060304
GO_BP::GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	397	80	0.000928417636759101	0.01393489296808502
GO_BP::GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	58	18	0.0009346005366360209	0.014001668521958941
Immune::GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP	170	40	0.0009458523682350958	0.014105805121303282
Immune::GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN	112	29	0.0009470781881097674	0.014105805121303282
Immune::GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD8_TCELL_UP	112	29	0.0009470781881097674	0.014105805121303282
Immune::GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN	138	34	0.0009485389697668958	0.014105805121303282
GO_BP::GOBP_DENDRITIC_SPINE_MORPHOGENESIS	49	16	0.0009610580792561227	0.014265705863958072
GO_BP::GOBP_INCLUSION_BODY_ASSEMBLY	20	9	0.0009714842411881423	0.014318373773405588
Reactome::REACTOME_COMPLEMENT_CASCADE	20	9	0.0009714842411881423	0.014318373773405588
Immune::HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_1DY_UP	20	9	0.0009714842411881423	0.014318373773405588
GO_BP::GOBP_ERK1_AND_ERK2_CASCADE	192	44	0.000971698926046596	0.014318373773405588
GO_BP::GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	87	24	0.0009773705236850454	0.01437571398680645
Immune::GSE20366_TREG_VS_NAIVE_CD4_TCELL_DN	133	33	0.000982526116432904	0.014425269800355817
GO_BP::GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	36	13	0.0009882752779913826	0.014457106648152926
Immune::GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TCONV_CD4_TCELL_DN	36	13	0.0009882752779913826	0.014457106648152926
Immune::GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_DN	165	39	0.000992507774755358	0.014492767235351747
GO_BP::GOBP_OSTEOBLAST_DEVELOPMENT	7	5	0.0010016422504372663	0.014521115210558214
GO_BP::GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	7	5	0.0010016422504372663	0.014521115210558214
GO_BP::GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE	7	5	0.0010016422504372663	0.014521115210558214
Reactome::REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	7	5	0.0010016422504372663	0.014521115210558214
Immune::GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	176	41	0.0010140951170972906	0.014641572388303015
Immune::GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_UP	128	32	0.0010153907786315404	0.014641572388303015
Immune::GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN	128	32	0.0010153907786315404	0.014641572388303015
Immune::GSE12366_NAIVE_VS_MEMORY_BCELL_DN	160	38	0.0010403304919514183	0.01497445405081587
GO_BP::GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	144	35	0.0010434960723366769	0.01499329321017556
Reactome::REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	32	12	0.0010471681430963833	0.01501932993872699
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	294	62	0.0010592691516667391	0.015165954609412976
GO_BP::GOBP_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	54	17	0.0010735759292553365	0.015343585183605032
GO_BP::GOBP_HYALURONAN_CATABOLIC_PROCESS	10	6	0.0011000331551900664	0.015583803031859274
GO_BP::GOBP_LEUKOCYTE_AGGREGATION	10	6	0.0011000331551900664	0.015583803031859274
GO_BP::GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT	10	6	0.0011000331551900664	0.015583803031859274
GO_BP::GOBP_REVERSE_CHOLESTEROL_TRANSPORT	10	6	0.0011000331551900664	0.015583803031859274
Immune::HOEK_B_CELL_2011_2012_TIV_ADULT_3DY_UP	10	6	0.0011000331551900664	0.015583803031859274
Immune::GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	166	39	0.0011208644200815037	0.015851103664024768
GO_BP::GOBP_DETECTION_OF_STIMULUS	108	28	0.0011250394645341475	0.015882331601596574
GO_BP::GOBP_ADAPTIVE_IMMUNE_RESPONSE	289	61	0.0011306841155497784	0.015934160965208482
GO_BP::GOBP_CELL_RECOGNITION	78	22	0.001135938220277097	0.015952523702152277
GO_BP::GOBP_MONOCARBOXYLIC_ACID_TRANSPORT	78	22	0.001135938220277097	0.015952523702152277
Reactome::REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	150	36	0.0011387932589635374	0.01596485341342112
GO_BP::GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	103	27	0.0011436136039342192	0.016004644457138336
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	702	130	0.0011526071157309246	0.01610259941094674
GO_BP::GOBP_ACTION_POTENTIAL	93	25	0.0011640512479846109	0.016178509169493517
GO_BP::GOBP_SEQUESTERING_OF_CALCIUM_ION	93	25	0.0011640512479846109	0.016178509169493517
Immune::GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY15_EFFECTOR_CD8_TCELL_DN	93	25	0.0011640512479846109	0.016178509169493517
Immune::GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	129	32	0.001167679558959711	0.016201052299999425
GO_BP::GOBP_SENSORY_PERCEPTION	227	50	0.0011705615370850202	0.016213180809539516
Immune::GSE3039_CD4_TCELL_VS_B2_BCELL_UP	145	35	0.0011889811578998702	0.016440107619933992
Immune::GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP	172	40	0.0012007532017410175	0.016574499323177293
GO_BP::GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	50	16	0.0012271861513710115	0.01688164935659441
GO_BP::GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	50	16	0.0012271861513710115	0.01688164935659441
GO_BP::GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	156	37	0.0012339188527018179	0.016916629432202342
Immune::GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	156	37	0.0012339188527018179	0.016916629432202342
GO_BP::GOBP_BONE_DEVELOPMENT	119	30	0.0012442229704957741	0.01702898387585318
GO_BP::GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	114	29	0.0012788444591151377	0.017473213210414108
Immune::HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN	189	43	0.0012841374251037479	0.01751589477654183
GO_BP::GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	228	50	0.0012944332303708305	0.017626557057747818
GO_BP::GOBP_REGULATION_OF_T_CELL_ACTIVATION	245	53	0.001306384840908552	0.017741946652933195
Reactome::REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	17	8	0.001309385212241898	0.017741946652933195
GO_BP::GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	337	69	0.0013116956225140703	0.017741946652933195
GO_BP::GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	337	69	0.0013116956225140703	0.017741946652933195
GO_BP::GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	37	13	0.0013252836503996903	0.017865885604303
GO_BP::GOBP_REGULATION_OF_COAGULATION	37	13	0.0013252836503996903	0.017865885604303
GO_BP::GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	74	21	0.0013380876709776731	0.017967319303130655
GO_BP::GOBP_CELLULAR_RESPONSE_TO_SALT	130	32	0.0013394831232798332	0.017967319303130655
Immune::GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	130	32	0.0013394831232798332	0.017967319303130655
GO_BP::GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	402	80	0.0013510631754118164	0.01807342280177067
Immune::GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_DN	146	35	0.0013518696436247038	0.01807342280177067
GO_BP::GOBP_LYMPHOCYTE_ACTIVATION	528	101	0.0013792097841544225	0.018408461168672664
GO_BP::GOBP_T_CELL_ACTIVATION	367	74	0.0013905490538802037	0.018499811917799605
GO_BP::GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	46	15	0.0013941258205279138	0.018499811917799605
Immune::GSE18893_TCONV_VS_TREG_24H_CULTURE_UP	157	37	0.0013952180133671777	0.018499811917799605
Immune::GSE3039_B2_VS_B1_BCELL_UP	157	37	0.0013952180133671777	0.018499811917799605
Immune::GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	141	34	0.0014120283653841444	0.018692014836847484
GO_BP::GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	33	12	0.0014325028217078892	0.01893201356021474
GO_BP::GOBP_GRANULOCYTE_CHEMOTAXIS	60	18	0.001446141661284367	0.01904990850713094
Immune::GSE9946_IMMATURE_VS_MATURE_STIMULATORY_DC_DN	60	18	0.001446141661284367	0.01904990850713094
Immune::GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	152	36	0.0014637767703011416	0.01914724280544006
GO_BP::GOBP_SENSORY_ORGAN_DEVELOPMENT	292	61	0.0014711406036723572	0.01914724280544006
GO_BP::GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	136	33	0.001472500034944678	0.01914724280544006
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	136	33	0.001472500034944678	0.01914724280544006
Immune::GSE17721_CTRL_VS_CPG_2H_BMDC_DN	136	33	0.001472500034944678	0.01914724280544006
Immune::GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	136	33	0.001472500034944678	0.01914724280544006
Immune::GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_UP	136	33	0.001472500034944678	0.01914724280544006
Immune::GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_UP	136	33	0.001472500034944678	0.01914724280544006
GO_BP::GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	21	9	0.0014845923382650233	0.019273445549019393
GO_BP::GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	29	11	0.0015112194167686051	0.01955624485642065
