term	set_size	overlap	pval	padj
Immune::GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	99	45	1.9578923790853205e-05	0.00026029729268061417
Immune::GSE2706_R848_VS_LPS_2H_STIM_DC_DN	55	29	1.9657343567545194e-05	0.00026051414721664555
Immune::GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	55	29	1.9657343567545194e-05	0.00026051414721664555
Immune::GSE30083_SP2_VS_SP4_THYMOCYTE_DN	102	46	2.0403523463938802e-05	0.0002697350910957837
GO_BP::GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	8	8	2.0417425538898872e-05	0.0002697350910957837
Immune::GSE22886_TCELL_VS_BCELL_NAIVE_UP	186	74	2.089791617926552e-05	0.0002756487717419158
GO_BP::GOBP_REGULATION_OF_B_CELL_ACTIVATION	74	36	2.146326368595001e-05	0.0002824848225153699
GO_BP::GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	50	27	2.148352804443986e-05	0.0002824848225153699
Immune::GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP	111	49	2.246327472830053e-05	0.0002949051826223993
GO_BP::GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	45	25	2.263231524547993e-05	0.0002966601446786424
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_DN	58	30	2.3191139019428153e-05	0.0003035108661996611
Immune::GSE3982_DC_VS_NKCELL_DN	91	42	2.336161339430696e-05	0.00030526569278012633
Immune::FOURATI_BLOOD_TWINRIX_AGE_25_83YO_RESPONDERS_VS_POOR_RESPONDERS_0DY_DN	237	90	2.4596517288337748e-05	0.0003209023072035231
Immune::GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	129	55	2.4733113525044524e-05	0.00032218336857391073
Immune::GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP	132	56	2.4890175268557026e-05	0.0003237266361673254
Immune::GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	144	60	2.49828353014194e-05	0.0003240900270102119
Immune::GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN	141	59	2.503401329152668e-05	0.0003240900270102119
Immune::NAKAYA_PLASMACYTOID_DENDRITIC_CELL_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_UP	141	59	2.503401329152668e-05	0.0003240900270102119
GO_BP::GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	53	28	2.6020519969635286e-05	0.00033634228355203455
GO_BP::GOBP_RESPONSE_TO_NITROGEN_COMPOUND	471	161	2.657803697085851e-05	0.0003430202340746647
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	263	98	2.6673245195757707e-05	0.0003433343290267723
Immune::GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	100	45	2.6766080722792834e-05	0.0003433343290267723
Immune::GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN	100	45	2.6766080722792834e-05	0.0003433343290267723
Immune::GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	100	45	2.6766080722792834e-05	0.0003433343290267723
Immune::SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_UP	33	20	2.7028382398077117e-05	0.0003461696182251434
Immune::GSE360_CTRL_VS_L_DONOVANI_DC_DN	83	39	2.7309116199418552e-05	0.00034923197530018635
GO_BP::GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	103	46	2.7719315264901228e-05	0.00035232929660190365
Immune::GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP	103	46	2.7719315264901228e-05	0.00035232929660190365
Immune::GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN	103	46	2.7719315264901228e-05	0.00035232929660190365
Immune::GSE7596_AKT_TRANSD_VS_CTRL_CD4_TCONV_WITH_TGFB_UP	103	46	2.7719315264901228e-05	0.00035232929660190365
Immune::GSE2706_UNSTIM_VS_8H_LPS_DC_DN	106	47	2.857859216406855e-05	0.00036270167876606814
GO_BP::GOBP_MACROPHAGE_ACTIVATION	38	22	2.9500518696038637e-05	0.0003738366334457222
Immune::GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_DN	112	49	3.0015361189421267e-05	0.00037978712672406486
GO_BP::GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	56	29	3.074490187320464e-05	0.0003875688640890676
Immune::GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	89	41	3.0768966918979495e-05	0.0003875688640890676
Immune::GSE36078_WT_VS_IL1R_KO_LUNG_DC_AFTER_AD5_INF_UP	89	41	3.0768966918979495e-05	0.0003875688640890676
Immune::GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP	157	64	3.088241993651406e-05	0.00038841472390917014
Immune::GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_DN	121	52	3.1487774995830665e-05	0.0003954355455688974
Immune::GSE22886_IGM_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	148	61	3.179336502492236e-05	0.00039824747735092394
Immune::GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP	124	53	3.1806628897975804e-05	0.00039824747735092394
GO_BP::GOBP_GENERATION_OF_NEURONS	432	149	3.191063664046894e-05	0.00039895429325915635
Immune::GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_DN	130	55	3.2206706134175e-05	0.0004012593582487306
Immune::GSE33424_CD161_INT_VS_NEG_CD8_TCELL_UP	139	58	3.2271617308152786e-05	0.0004012593582487306
Immune::GSE7764_IL15_NK_CELL_24H_VS_SPLENOCYTE_DN	139	58	3.2271617308152786e-05	0.0004012593582487306
Immune::GSE3982_MAST_CELL_VS_BASOPHIL_DN	136	57	3.231588843455969e-05	0.0004012593582487306
Immune::GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_DN	92	42	3.2334166906203586e-05	0.0004012593582487306
GO_BP::GOBP_MONONUCLEAR_CELL_MIGRATION	78	37	3.362658574243654e-05	0.00041545423828173803
Immune::GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP	78	37	3.362658574243654e-05	0.00041545423828173803
Immune::GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP	78	37	3.362658574243654e-05	0.00041545423828173803
Immune::GSE7852_TREG_VS_TCONV_LN_UP	95	43	3.378037405938628e-05	0.0004167405264473405
Immune::GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP	98	44	3.510332974046719e-05	0.00043179154427093735
Immune::GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP	98	44	3.510332974046719e-05	0.00043179154427093735
GO_BP::GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	443	152	3.606751256724274e-05	0.0004430019955001455
Immune::GSE36826_WT_VS_IL1R_KO_SKIN_UP	101	45	3.630059486678826e-05	0.0004452129975694251
Immune::GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP	104	46	3.737132216713173e-05	0.00045767594402929646
Immune::GSE6269_FLU_VS_E_COLI_INF_PBMC_DN	46	25	3.743614718813036e-05	0.00045780151422919186
Immune::GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_UP	70	34	3.76720941828196e-05	0.0004593476716565023
Immune::GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_UP	70	34	3.76720941828196e-05	0.0004593476716565023
GO_BP::GOBP_CELL_MORPHOGENESIS	278	102	3.8344855596374766e-05	0.0004657550430403591
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	84	39	3.836413574214902e-05	0.0004657550430403591
Immune::GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN	84	39	3.836413574214902e-05	0.0004657550430403591
GO_BP::GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	22	15	3.8966740999916665e-05	0.00047233803489858016
Immune::GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN	41	23	3.90189841679242e-05	0.00047233803489858016
Immune::GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP	113	49	3.983521228565009e-05	0.0004808310731860699
Immune::GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_DN	113	49	3.983521228565009e-05	0.0004808310731860699
Immune::GSE22886_IGG_IGA_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	152	62	3.999200097066533e-05	0.0004820300231938383
Immune::GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN	116	50	4.0415839753997966e-05	0.00048582837299183506
Reactome::REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	62	31	4.042295915464309e-05	0.00048582837299183506
Immune::GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	140	58	4.13861850449773e-05	0.0004966934282436546
Immune::GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	137	57	4.15715647249688e-05	0.0004974948023933856
Immune::GSE21670_UNTREATED_VS_TGFB_TREATED_STAT3_KO_CD4_TCELL_DN	137	57	4.15715647249688e-05	0.0004974948023933856
Immune::GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN	90	41	4.252031453866439e-05	0.0005074010222828671
Immune::GSE28130_ACTIVATED_VS_INDUCEED_TREG_UP	90	41	4.252031453866439e-05	0.0005074010222828671
GO_BP::GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	221	84	4.3856930757534476e-05	0.0005226076592684044
GO_BP::GOBP_PEPTIDE_METABOLIC_PROCESS	581	192	4.5177874982306374e-05	0.0005375846712433591
Immune::GSE22886_NEUTROPHIL_VS_DC_UP	49	26	4.561328377608284e-05	0.0005419969371070239
Immune::GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	96	43	4.60247456210547e-05	0.0005461125756931087
GO_BP::GOBP_REGULATION_OF_RESPONSE_TO_STRESS	706	228	4.696655121644312e-05	0.0005565005623654538
GO_BP::GOBP_CELLULAR_RESPONSE_TO_SALT	57	29	4.720517083273095e-05	0.000557752363543352
Immune::GSE22886_NAIVE_BCELL_VS_MONOCYTE_UP	57	29	4.720517083273095e-05	0.000557752363543352
Immune::GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	79	37	4.7619727925698504e-05	0.0005618592089573625
GO_BP::GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	102	45	4.885091439535357e-05	0.000575576293346378
Reactome::REACTOME_GPCR_LIGAND_BINDING	44	24	4.9409570371705217e-05	0.0005813420558881278
Immune::GSE23321_CENTRAL_VS_EFFECTOR_MEMORY_CD8_TCELL_UP	105	46	5.001071561244697e-05	0.0005875908869367194
Immune::GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_DN	82	38	5.059039837449015e-05	0.0005927414133569803
Immune::GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN	82	38	5.059039837449015e-05	0.0005927414133569803
Immune::GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP	150	61	5.117296650128067e-05	0.0005984475229206453
GO_BP::GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	270	99	5.1220088384434775e-05	0.0005984475229206453
Immune::GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP	141	58	5.281300386064161e-05	0.0006156177737179671
Reactome::REACTOME_COMPLEMENT_CASCADE	12	10	5.283642830813403e-05	0.0006156177737179671
Immune::GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP	117	50	5.304942889468645e-05	0.0006172422454889385
Immune::GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	138	57	5.320653514337886e-05	0.0006182127746784007
Immune::GSE10325_BCELL_VS_MYELOID_UP	120	51	5.343781725743471e-05	0.0006191823650663306
Immune::GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	135	56	5.35114095450101e-05	0.0006191823650663306
Immune::GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN	135	56	5.35114095450101e-05	0.0006191823650663306
Immune::GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN	129	54	5.3824821651541644e-05	0.0006210955004604991
Immune::GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	129	54	5.3824821651541644e-05	0.0006210955004604991
Immune::GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	52	27	5.4078322554737836e-05	0.0006231635273512304
Reactome::REACTOME_CELLULAR_RESPONSES_TO_STIMULI	545	181	5.529305709251165e-05	0.0006362873195460635
GO_BP::GOBP_HOMEOSTATIC_PROCESS	659	214	5.6036387193053725e-05	0.0006439578796746955
GO_BP::GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	14	11	5.729343348579213e-05	0.0006566046632681833
Reactome::REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	14	11	5.729343348579213e-05	0.0006566046632681833
GO_BP::GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	91	41	5.823044947703744e-05	0.0006664327976301052
Immune::GSE3982_BCELL_VS_NKCELL_DN	63	31	5.9997120276393244e-05	0.0006857164059927288
Immune::GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_DN	94	42	6.03266534544454e-05	0.0006876090975942153
Immune::GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_DN	94	42	6.03266534544454e-05	0.0006876090975942153
Immune::GSE36392_TYPE_2_MYELOID_VS_EOSINOPHIL_IL25_TREATED_LUNG_DN	97	43	6.219321009003199e-05	0.0007079224415811104
Immune::GSE7460_CD8_TCELL_VS_TREG_ACT_UP	100	44	6.383174818237415e-05	0.0007255888014931392
Immune::GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP	103	45	6.524612061725641e-05	0.0007406626601598971
Immune::GSE30083_SP3_VS_SP4_THYMOCYTE_DN	106	46	6.644201025620375e-05	0.0007511887116432523
Immune::GSE3982_DC_VS_NEUTROPHIL_DN	106	46	6.644201025620375e-05	0.0007511887116432523
Immune::GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	106	46	6.644201025620375e-05	0.0007511887116432523
Immune::GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_DN	136	56	6.834827432232532e-05	0.0007717007715881388
Immune::GSE557_WT_VS_CIITA_KO_DC_DN	115	49	6.879591975174203e-05	0.0007757109822545214
Immune::KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP	130	54	6.918506162440745e-05	0.000778172727571678
Immune::GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_UP	118	50	6.919976812116722e-05	0.000778172727571678
Immune::GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN	127	53	6.941195496210659e-05	0.0007794273466836759
Immune::GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_DN	124	52	6.949715762538914e-05	0.0007794273466836759
GO_BP::GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	83	38	7.025014776677283e-05	0.0007868204133717721
GO_BP::GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	170	67	7.155032573895025e-05	0.0008003142434987382
GO_BP::GOBP_CELL_FATE_COMMITMENT	69	33	7.210973005085997e-05	0.000805497370701284
GO_BP::GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	266	97	7.756195208480796e-05	0.0008652489574992739
Immune::GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	95	42	8.136332769203946e-05	0.0009064501407815658
GO_BP::GOBP_POSITIVE_REGULATION_OF_SIGNALING	701	225	8.16818370183808e-05	0.0009087916853411094
Immune::GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN	149	60	8.22733315508119e-05	0.0009141602362645841
Immune::ERWIN_COHEN_BLOOD_LIVE_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_14DY_UP	583	191	8.281223902376846e-05	0.0009179639382318135
GO_BP::GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	30	18	8.283450962468505e-05	0.0009179639382318135
Immune::GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	101	44	8.508386653124757e-05	0.0009399607736073026
Immune::GSE3982_DC_VS_BCELL_DN	101	44	8.508386653124757e-05	0.0009399607736073026
Reactome::REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	23	15	8.515558325683036e-05	0.0009399607736073026
GO_BP::GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	40	22	8.602702614563098e-05	0.0009483320924253592
GO_BP::GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	518	172	8.623418270594823e-05	0.00094936818729685
GO_BP::GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	104	45	8.650656011311416e-05	0.0009498737340169041
Immune::GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_DN	104	45	8.650656011311416e-05	0.0009498737340169041
Immune::GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN	107	46	8.76517592815135e-05	0.0009596101524384844
GO_BP::GOBP_NEUROGENESIS	525	174	8.767095153717161e-05	0.0009596101524384844
Immune::GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_UP	64	31	8.773643901779921e-05	0.0009596101524384844
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_DN	110	47	8.853191508057156e-05	0.000967049785951712
Immune::GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN	113	48	8.916046055683978e-05	0.000969919192827169
Immune::GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP	125	52	8.94454697033614e-05	0.000969919192827169
Immune::GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_DN	125	52	8.94454697033614e-05	0.000969919192827169
Immune::GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	116	49	8.955150064561451e-05	0.000969919192827169
Immune::GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN	116	49	8.955150064561451e-05	0.000969919192827169
Immune::GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP	119	50	8.971954865107679e-05	0.000969919192827169
Immune::GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN	119	50	8.971954865107679e-05	0.000969919192827169
Immune::GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_UP	119	50	8.971954865107679e-05	0.000969919192827169
GO_BP::GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	323	114	9.390903301518088e-05	0.0010139033178434393
Immune::GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_DN	87	39	0.00010028020645123212	0.0010812990384567948
GO_BP::GOBP_PROTEIN_PHOSPHORYLATION	540	178	0.00010111573180362908	0.0010889086958929966
Immune::GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	70	33	0.00010282437825749065	0.0011058893707719091
GO_BP::GOBP_GLIAL_CELL_ACTIVATION	21	14	0.0001039347326171667	0.0011149724704928535
Immune::SCHERER_PBMC_YF_VAX_OR_APSV_WETVAX_AGE_18_40YO_JOINT_TO_VACCINIA_AND_YELLOW_FEVER_DN	21	14	0.0001039347326171667	0.0011149724704928535
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	175	68	0.00010576633887827775	0.001133172179884894
GO_BP::GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	28	17	0.00010637474564386854	0.0011341961224724667
Immune::GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN	93	41	0.00010640271169219589	0.0011341961224724667
Immune::GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	93	41	0.00010640271169219589	0.0011341961224724667
Immune::GSE3982_EFF_MEMORY_CD4_TCELL_VS_NKCELL_UP	93	41	0.00010640271169219589	0.0011341961224724667
Immune::GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP	141	57	0.00010830188303228139	0.0011529752496926503
Immune::GSE7852_THYMUS_VS_FAT_TREG_DN	96	42	0.0001088488915250275	0.0011573299759232644
Immune::GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	138	56	0.00010984380890288418	0.0011664300163117664
GO_BP::GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	51	26	0.00011055145642283581	0.0011709800100141031
GO_BP::GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	51	26	0.00011055145642283581	0.0011709800100141031
Immune::GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_UP	99	43	0.00011090003204397605	0.001173190881231923
GO_BP::GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	169	66	0.00011155758849276678	0.0011786607177151393
Immune::GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP	105	45	0.00011387844348861459	0.001201668254623884
GO_BP::GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	33	19	0.00011477981407166877	0.0012081403516276403
Reactome::REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	33	19	0.00011477981407166877	0.0012081403516276403
Immune::GSE45365_NK_CELL_VS_BCELL_UP	123	51	0.00011517069991020504	0.0012088347008029764
Immune::GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	111	47	0.00011547768138606037	0.0012088347008029764
Immune::GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN	111	47	0.00011547768138606037	0.0012088347008029764
Immune::GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN	111	47	0.00011547768138606037	0.0012088347008029764
Immune::GSE43863_DAY6_EFF_VS_DAY150_MEM_TH1_CD4_TCELL_UP	114	48	0.00011580877135563147	0.0012088347008029764
Immune::GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_DN	117	49	0.00011585446411319502	0.0012088347008029764
Immune::GSE3982_BASOPHIL_VS_TH1_UP	117	49	0.00011585446411319502	0.0012088347008029764
GO_BP::GOBP_NEURON_DEVELOPMENT	328	115	0.00011991375704026643	0.0012496354134295593
Immune::GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_UP	79	36	0.00012173407112998861	0.0012670311696147327
GO_BP::GOBP_RESPONSE_TO_COLD	19	13	0.0001245828010980871	0.0012950744961732995
Immune::GSE3720_UNSTIM_VS_LPS_STIM_VD1_GAMMADELTA_TCELL_DN	65	31	0.00012649459770766995	0.0013133207675366872
GO_BP::GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	211	79	0.0001317024832141239	0.0013657010280386718
Immune::GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_UP	88	39	0.00013559874877997461	0.0014043677821175397
GO_BP::GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	68	32	0.0001360069739616361	0.0014068588219040262
Immune::GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	170	66	0.00013694681293268884	0.0014148359774536043
GO_BP::GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	139	56	0.00013823847586932685	0.0014246714669137383
Immune::GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN	139	56	0.00013823847586932685	0.0014246714669137383
Reactome::REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	57	28	0.00014032652036433674	0.0014444161709649336
GO_BP::GOBP_T_HELPER_2_CELL_DIFFERENTIATION	9	8	0.00014147875118742195	0.0014509355057595143
Reactome::REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	9	8	0.00014147875118742195	0.0014509355057595143
Immune::CAO_BLOOD_FLUMIST_AGE_05_14YO_CORRELATED_WITH_H3N2_VN_TITER_7DY_POSITIVE	9	8	0.00014147875118742195	0.0014509355057595143
GO_BP::GOBP_NERVOUS_SYSTEM_PROCESS	234	86	0.00014314942142036897	0.0014662765522533276
GO_BP::GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	420	142	0.00014363701512161631	0.0014694767315307795
Reactome::REACTOME_SIGNALING_BY_INTERLEUKINS	247	90	0.00014391146193832276	0.0014704911744221555
Immune::GSE40273_GATA1_KO_VS_WT_TREG_DN	130	53	0.00014414664737236163	0.0014711024632685424
Immune::GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	71	33	0.00014482551512816732	0.0014744432602065481
Immune::GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_DN	71	33	0.00014482551512816732	0.0014744432602065481
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_UP	127	52	0.00014572899543553364	0.0014818430820711416
Immune::GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	100	43	0.00014640768478167582	0.001485143975373009
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN	100	43	0.00014640768478167582	0.001485143975373009
Immune::GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_UP	103	44	0.00014786401458863428	0.0014944954438362084
Immune::GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_UP	103	44	0.00014786401458863428	0.0014944954438362084
Immune::GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN	103	44	0.00014786401458863428	0.0014944954438362084
Immune::GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	106	45	0.00014887253357809803	0.0014979160498551762
Immune::GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	106	45	0.00014887253357809803	0.0014979160498551762
Immune::GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_UP	118	49	0.0001489860598176787	0.0014979160498551762
Immune::GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_DN	118	49	0.0001489860598176787	0.0014979160498551762
