term	set_size	overlap	pval	padj
Immune::GSE45365_NK_CELL_VS_BCELL_UP	125	40	0.003563000310144515	0.018272942029455883
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_DN	73	26	0.003574416483805001	0.018320004284163475
GO_BP::GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	95	32	0.003625915556810553	0.018560694151883807
GO_BP::GOBP_SENSORY_SYSTEM_DEVELOPMENT	95	32	0.003625915556810553	0.018560694151883807
Immune::GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	110	36	0.0036573358725368746	0.01869812964834477
Immune::GSE2706_UNSTIM_VS_8H_LPS_DC_DN	110	36	0.0036573358725368746	0.01869812964834477
GO_BP::GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	84	29	0.003660820126324152	0.018704252737871057
Immune::KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP	129	41	0.0036651292008918913	0.018714579814791306
GO_BP::GOBP_NEGATIVE_REGULATION_OF_BINDING	66	24	0.003695952844166602	0.01881500696847946
GO_BP::GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	52	20	0.0037077243875016236	0.01881500696847946
GO_BP::GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	52	20	0.0037077243875016236	0.01881500696847946
GO_BP::GOBP_REGULATION_OF_BLOOD_CIRCULATION	52	20	0.0037077243875016236	0.01881500696847946
GO_BP::GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	272	77	0.0037222895186084294	0.01881500696847946
GO_BP::GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS	32	14	0.0037254074781430495	0.01881500696847946
GO_BP::GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	32	14	0.0037254074781430495	0.01881500696847946
GO_BP::GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	32	14	0.0037254074781430495	0.01881500696847946
GO_BP::GOBP_P38MAPK_CASCADE	32	14	0.0037254074781430495	0.01881500696847946
GO_BP::GOBP_BRAIN_MORPHOGENESIS	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_DENDRITIC_CELL_MIGRATION	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_GLOMERULUS_DEVELOPMENT	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_HEAD_MORPHOGENESIS	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_RESPONSE_TO_INTERFERON_ALPHA	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_RHYTHMIC_BEHAVIOR	14	8	0.0037353999164805186	0.01881500696847946
GO_BP::GOBP_T_CELL_CHEMOTAXIS	14	8	0.0037353999164805186	0.01881500696847946
Reactome::REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	14	8	0.0037353999164805186	0.01881500696847946
Immune::GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_UP	59	22	0.0037503809112062565	0.018867229922304538
Immune::GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	59	22	0.0037503809112062565	0.018867229922304538
Immune::GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	133	42	0.003760094188284334	0.018892856548013426
Immune::GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	133	42	0.003760094188284334	0.018892856548013426
Immune::GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_DN	114	37	0.003797693588484034	0.019058364143435213
Immune::GSE43955_10H_VS_60H_ACT_CD4_TCELL_DN	114	37	0.003797693588484034	0.019058364143435213
GO_BP::GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	99	33	0.003815895398366119	0.019114528082446326
Immune::GSE14415_INDUCED_VS_NATURAL_TREG_UP	99	33	0.003815895398366119	0.019114528082446326
Immune::GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP	99	33	0.003815895398366119	0.019114528082446326
Immune::GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_DN	137	43	0.003848047979602068	0.019252007628834812
Immune::GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	137	43	0.003848047979602068	0.019252007628834812
Immune::GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP	77	27	0.00387769428344905	0.01938847141724525
GO_BP::GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	88	30	0.0039017139188849376	0.019472861413348867
GO_BP::GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	88	30	0.0039017139188849376	0.019472861413348867
Immune::GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	88	30	0.0039017139188849376	0.019472861413348867
Reactome::REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	42	17	0.003917626427499442	0.01954035620545453
Immune::GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_DN	141	44	0.003929166382801949	0.019585972584594727
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	228	66	0.003950799128565179	0.019681812954727873
GO_BP::GOBP_CELLULAR_EXTRAVASATION	29	13	0.003976918256670627	0.019787829281974288
Reactome::REACTOME_FLT3_SIGNALING	29	13	0.003976918256670627	0.019787829281974288
Immune::GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	103	34	0.003995481437886802	0.019856037765439878
Immune::GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP	103	34	0.003995481437886802	0.019856037765439878
Immune::GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP	122	39	0.004052099147371067	0.02010077078562482
Immune::GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_DN	122	39	0.004052099147371067	0.02010077078562482
Immune::GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_DN	122	39	0.004052099147371067	0.02010077078562482
Immune::GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP	70	25	0.004061049009850553	0.020132958121562135
GO_BP::GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	49	19	0.004160404563249674	0.020456735799099974
Immune::GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_DN	107	35	0.004164556641235711	0.020456735799099974
Immune::GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP	107	35	0.004164556641235711	0.020456735799099974
Immune::GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	107	35	0.004164556641235711	0.020456735799099974
Immune::NAKAYA_PLASMACYTOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_DN	310	86	0.004165269574610799	0.020456735799099974
GO_BP::GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	17	9	0.0041654727761654	0.020456735799099974
GO_BP::GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	17	9	0.0041654727761654	0.020456735799099974
GO_BP::GOBP_MUSCLE_ORGAN_MORPHOGENESIS	17	9	0.0041654727761654	0.020456735799099974
GO_BP::GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	17	9	0.0041654727761654	0.020456735799099974
GO_BP::GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT	17	9	0.0041654727761654	0.020456735799099974
GO_BP::GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	17	9	0.0041654727761654	0.020456735799099974
Reactome::REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	17	9	0.0041654727761654	0.020456735799099974
Reactome::REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	17	9	0.0041654727761654	0.020456735799099974
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_28DY_UP	17	9	0.0041654727761654	0.020456735799099974
Immune::PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_DN	17	9	0.0041654727761654	0.020456735799099974
Immune::GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP	126	40	0.004166371863239677	0.020456735799099974
GO_BP::GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	26	12	0.004185540134469126	0.020497830537537818
GO_BP::GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	26	12	0.004185540134469126	0.020497830537537818
GO_BP::GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	63	23	0.004189776608650762	0.020497830537537818
GO_BP::GOBP_HEART_PROCESS	63	23	0.004189776608650762	0.020497830537537818
GO_BP::GOBP_POSTSYNAPSE_ORGANIZATION	63	23	0.004189776608650762	0.020497830537537818
GO_BP::GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	63	23	0.004189776608650762	0.020497830537537818
Immune::GSE339_CD4POS_VS_CD8POS_DC_UP	130	41	0.0042722479627753255	0.020876337117982178
Immune::GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_UP	130	41	0.0042722479627753255	0.020876337117982178
Reactome::REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	253	72	0.004282811120157427	0.02091545967933597
GO_BP::GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS	23	11	0.004319417517718511	0.020999588112433472
GO_BP::GOBP_NEUROBLAST_PROLIFERATION	23	11	0.004319417517718511	0.020999588112433472
Immune::GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	111	36	0.004323112077224637	0.020999588112433472
Immune::GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	111	36	0.004323112077224637	0.020999588112433472
GO_BP::GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	39	16	0.004331576126969914	0.020999588112433472
GO_BP::GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	39	16	0.004331576126969914	0.020999588112433472
GO_BP::GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	20	10	0.004333411336648863	0.020999588112433472
GO_BP::GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	20	10	0.004333411336648863	0.020999588112433472
GO_BP::GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	20	10	0.004333411336648863	0.020999588112433472
GO_BP::GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	20	10	0.004333411336648863	0.020999588112433472
GO_BP::GOBP_TIGHT_JUNCTION_ORGANIZATION	20	10	0.004333411336648863	0.020999588112433472
GO_BP::GOBP_TYPE_2_IMMUNE_RESPONSE	20	10	0.004333411336648863	0.020999588112433472
Reactome::REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	20	10	0.004333411336648863	0.020999588112433472
Immune::GSE8515_CTRL_VS_IL1_4H_STIM_MAC_DN	96	32	0.0043474464779534846	0.021055128590680584
GO_BP::GOBP_CALCIUM_ION_TRANSPORT	134	42	0.004369936469756904	0.021101441043504112
Immune::GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_DN	134	42	0.004369936469756904	0.021101441043504112
GO_BP::GOBP_AORTIC_VALVE_MORPHOGENESIS	9	6	0.004385385057940953	0.021101441043504112
GO_BP::GOBP_EMBRYONIC_EYE_MORPHOGENESIS	9	6	0.004385385057940953	0.021101441043504112
GO_BP::GOBP_PROTEIN_KINASE_C_SIGNALING	9	6	0.004385385057940953	0.021101441043504112
GO_BP::GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	9	6	0.004385385057940953	0.021101441043504112
Reactome::REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	9	6	0.004385385057940953	0.021101441043504112
Reactome::REACTOME_INTERLEUKIN_21_SIGNALING	9	6	0.004385385057940953	0.021101441043504112
Reactome::REACTOME_INTERLEUKIN_35_SIGNALLING	9	6	0.004385385057940953	0.021101441043504112
Reactome::REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	9	6	0.004385385057940953	0.021101441043504112
Immune::CAO_BLOOD_FLUMIST_AGE_05_14YO_CORRELATED_WITH_H3N2_VN_TITER_7DY_POSITIVE	9	6	0.004385385057940953	0.021101441043504112
Immune::GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	85	29	0.004444930362161835	0.021375385280707707
Immune::GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	115	37	0.0044712263875296915	0.0214892079024635
GO_BP::GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	142	44	0.004541701762513832	0.02181510300491083
Immune::GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_DN	100	33	0.004551636867880152	0.021824378416916555
Immune::GSE37301_PRO_BCELL_VS_CD4_TCELL_UP	100	33	0.004551636867880152	0.021824378416916555
Immune::GSE7852_THYMUS_VS_FAT_TREG_DN	100	33	0.004551636867880152	0.021824378416916555
GO_BP::GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	270	76	0.004607237217230552	0.02204686768824431
Immune::GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_UP	119	38	0.004609048438824341	0.02204686768824431
Immune::GSE2585_THYMIC_MACROPHAGE_VS_MTEC_UP	119	38	0.004609048438824341	0.02204686768824431
GO_BP::GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	67	24	0.004614209961158223	0.02204686768824431
GO_BP::GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	67	24	0.004614209961158223	0.02204686768824431
Immune::GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN	67	24	0.004614209961158223	0.02204686768824431
GO_BP::GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	46	18	0.004660706170645582	0.022256028298821284
GO_BP::GOBP_PROTEIN_AUTOPHOSPHORYLATION	89	30	0.004707137878346955	0.022438454455057166
Immune::GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	89	30	0.004707137878346955	0.022438454455057166
Immune::GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	89	30	0.004707137878346955	0.022438454455057166
Immune::GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	123	39	0.004736782728388081	0.02256661777414939
GO_BP::GOBP_PHAGOCYTOSIS	104	34	0.004743228486568842	0.022570808432407354
Immune::GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP	104	34	0.004743228486568842	0.022570808432407354
Immune::GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP	78	27	0.004747118503680816	0.022570808432407354
Immune::GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN	60	22	0.004748699426916021	0.022570808432407354
GO_BP::GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	36	15	0.004767387111293009	0.022646473037384908
GO_BP::GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	53	20	0.004779911380909037	0.022692788796190324
Immune::GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_UP	108	35	0.00492227463636403	0.023341569000265374
Immune::GSE6259_BCELL_VS_CD8_TCELL_DN	108	35	0.00492227463636403	0.023341569000265374
Immune::GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	93	31	0.004954423336944203	0.02346681117325048
Immune::GSE7831_1H_VS_4H_INFLUENZA_STIM_PDC_DN	93	31	0.004954423336944203	0.02346681117325048
Immune::GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	131	41	0.004963012802963242	0.02348030348654674
Immune::GSE1925_CTRL_VS_3H_IFNG_STIM_MACROPHAGE_UP	131	41	0.004963012802963242	0.02348030348654674
GO_BP::GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	71	25	0.005020890998194972	0.023740397898979693
GO_BP::GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	82	28	0.005065227312847566	0.02390857439070576
Immune::GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP	82	28	0.005065227312847566	0.02390857439070576
Immune::GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN	82	28	0.005065227312847566	0.02390857439070576
Reactome::REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	112	36	0.005088928493189954	0.023992757967892693
Immune::GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_DN	112	36	0.005088928493189954	0.023992757967892693
Immune::GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	139	43	0.005152248544067161	0.02427730016732107
Immune::GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP	97	32	0.005186601286407517	0.0244250998979928
GO_BP::GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	43	17	0.005210655799975582	0.024496071519425438
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	43	17	0.005210655799975582	0.024496071519425438
GO_BP::GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	43	17	0.005210655799975582	0.024496071519425438
Reactome::REACTOME_SIGNALING_BY_VEGF	64	23	0.005242987351247432	0.02461976838875086
Immune::GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN	64	23	0.005242987351247432	0.02461976838875086
GO_BP::GOBP_TISSUE_HOMEOSTASIS	86	29	0.005365599350718492	0.025152207844628804
Immune::GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_DN	86	29	0.005365599350718492	0.025152207844628804
Immune::GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	86	29	0.005365599350718492	0.025152207844628804
GO_BP::GOBP_SENSORY_ORGAN_MORPHOGENESIS	57	21	0.005380904741758969	0.02520950789667146
Immune::GSE29949_CD8_NEG_DC_SPLEEN_VS_CD8_POS_DC_SPLEEN_UP	50	19	0.005390007989553399	0.0252377019774166
Immune::GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	101	33	0.005403669504295729	0.025287194819873605
GO_BP::GOBP_REGULATION_OF_NEUROGENESIS	124	39	0.005517143135685613	0.025773975356886532
Immune::GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	124	39	0.005517143135685613	0.025773975356886532
Immune::GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	124	39	0.005517143135685613	0.025773975356886532
Immune::GSE3982_MAST_CELL_VS_NKCELL_DN	105	34	0.005605770504696439	0.026158130478275452
Immune::GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP	105	34	0.005605770504696439	0.026158130478275452
GO_BP::GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	272	76	0.005628464660846038	0.026239985750293352
GO_BP::GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	128	40	0.005637082861297479	0.026239985750293352
GO_BP::GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	128	40	0.005637082861297479	0.026239985750293352
Immune::GSE3720_UNSTIM_VS_LPS_STIM_VD1_GAMMADELTA_TCELL_UP	128	40	0.005637082861297479	0.026239985750293352
GO_BP::GOBP_CHONDROCYTE_DIFFERENTIATION	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_MITOPHAGY	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	30	13	0.005664370895594711	0.026239985750293352
GO_BP::GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	195	57	0.005665014038510765	0.026239985750293352
GO_BP::GOBP_SYNAPTIC_SIGNALING	195	57	0.005665014038510765	0.026239985750293352
GO_BP::GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	12	7	0.005788847850340399	0.026722785223354664
GO_BP::GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	12	7	0.005788847850340399	0.026722785223354664
GO_BP::GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	12	7	0.005788847850340399	0.026722785223354664
GO_BP::GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	12	7	0.005788847850340399	0.026722785223354664
GO_BP::GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	12	7	0.005788847850340399	0.026722785223354664
Reactome::REACTOME_Z_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_ZYGOTICALLY_EXPRESSED_FACTORS	12	7	0.005788847850340399	0.026722785223354664
Immune::GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP	109	35	0.005793159746302148	0.026727606725748206
GO_BP::GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	40	16	0.005810906623453356	0.026779276721041384
GO_BP::GOBP_EYE_MORPHOGENESIS	40	16	0.005810906623453356	0.026779276721041384
Reactome::REACTOME_INNATE_IMMUNE_SYSTEM	610	156	0.00582111075191353	0.026811197044286413
Immune::GSE9601_UNTREATED_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP	136	42	0.005845097890926346	0.026906528276745927
GO_BP::GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	94	31	0.00591186380765167	0.027152748987417555
Immune::GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_UP	94	31	0.00591186380765167	0.027152748987417555
Immune::GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN	94	31	0.00591186380765167	0.027152748987417555
Immune::GSE3982_EOSINOPHIL_VS_TH2_UP	94	31	0.00591186380765167	0.027152748987417555
GO_BP::GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	61	22	0.005957679169455367	0.02730185748243412
GO_BP::GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	61	22	0.005957679169455367	0.02730185748243412
Immune::GSE30083_SP1_VS_SP2_THYMOCYTE_DN	61	22	0.005957679169455367	0.02730185748243412
Immune::GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP	61	22	0.005957679169455367	0.02730185748243412
Immune::GSE24142_DN2_VS_DN3_THYMOCYTE_DN	113	36	0.005966179495998502	0.02731021168285828
Immune::GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	113	36	0.005966179495998502	0.02731021168285828
GO_BP::GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	27	12	0.006088511147088999	0.027823475521334084
GO_BP::GOBP_ROOF_OF_MOUTH_DEVELOPMENT	27	12	0.006088511147088999	0.027823475521334084
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN	27	12	0.006088511147088999	0.027823475521334084
GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION	54	20	0.006095423060063794	0.027823973566585846
GO_BP::GOBP_RESPONSE_TO_INTERLEUKIN_1	54	20	0.006095423060063794	0.027823973566585846
GO_BP::GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	83	28	0.006118172647902062	0.027881143320244495
Immune::GSE28783_ANTI_MIR33_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	83	28	0.006118172647902062	0.027881143320244495
Immune::GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_DN	83	28	0.006118172647902062	0.027881143320244495
Immune::GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP	117	37	0.006125237430525379	0.027882271664828935
Immune::GSE27859_MACROPHAGE_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	117	37	0.006125237430525379	0.027882271664828935
Immune::GSE22611_MUTANT_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP	98	32	0.00615774624004776	0.028004574377708417
GO_BP::GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	72	25	0.006162375779935838	0.028004574377708417
Immune::GSE360_DC_VS_MAC_T_GONDII_UP	72	25	0.006162375779935838	0.028004574377708417
Immune::GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_DN	121	38	0.006270789186115555	0.0284656246073392
Immune::GSE6259_DEC205_POS_DC_VS_BCELL_DN	121	38	0.006270789186115555	0.0284656246073392
GO_BP::GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	470	123	0.0063155180057890125	0.028572124857793334
GO_BP::GOBP_CARDIAC_ATRIUM_DEVELOPMENT	7	5	0.006350137285020573	0.028572124857793334
GO_BP::GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	7	5	0.006350137285020573	0.028572124857793334
