cell_type,sdan_weight,program,factor,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision,n_active_genes,n_internal_edges,avg_degree,connectivity_quantile,test_group_auroc,individual_level_auroc
CD8T,2.0,SDAN_14,sciRED_32,739,23,17,0.5035848134267558,0.09652429282323599,23,18,1.565217391304348,0.996,0.5403461790678303,0.5929978095686074
CD8T,2.0,SDAN_5,sciRED_31,739,23,15,0.48047882136279924,0.08952814013273457,23,30,2.608695652173913,1.0,0.4886257287368447,0.4635752501906606
CD8T,2.0,SDAN_17,sciRED_36,739,23,14,0.43399014778325123,0.08745367068956729,23,24,2.0869565217391304,0.999,0.5867163291890833,0.48852719084225116
CD8T,2.0,SDAN_33,sciRED_30,739,24,20,0.5328233657858137,0.08674760627162223,24,20,1.6666666666666667,1.0,0.43989491008042814,0.43283919817285643
CD8T,2.0,SDAN_35,sciRED_1,739,24,12,0.6578404401650619,0.08649805742484326,24,0,0.0,0.0,0.48202029893921994,0.5526798694402506
CD8T,2.0,SDAN_16,sciRED_9,739,24,19,0.5461988304093567,0.08477386155275464,24,30,2.5,1.0,0.47663570483410356,0.5498820336211121
CD8T,2.0,SDAN_11,sciRED_35,739,24,15,0.42265193370165743,0.08337324710411907,24,12,1.0,0.979,0.5416641990670992,0.46489424500407084
CD8T,2.0,SDAN_7,sciRED_5,739,25,16,0.5246369294605808,0.08144192485821804,25,12,0.96,0.97,0.41480044980683806,0.52411523272584
CD8T,2.0,SDAN_15,sciRED_34,739,24,21,0.6718397665472874,0.08116419812183054,24,26,2.1666666666666665,1.0,0.5406266688971987,0.6278327865583067
CD8T,2.0,SDAN_28,sciRED_37,739,23,19,0.574342105263158,0.07506518492203473,23,52,4.521739130434782,1.0,0.49664668888687724,0.5202151855104173
CD8T,2.0,SDAN_32,sciRED_21,739,25,10,0.6787379972565157,0.06812116908311583,25,4,0.32,0.646,0.5171982971856863,0.49057051821036224
CD8T,2.0,SDAN_37,sciRED_19,739,23,17,0.6915430992341535,0.0671502186726944,23,32,2.782608695652174,0.999,0.5208793017737041,0.3652786698220605
CD8T,2.0,SDAN_10,sciRED_30,739,25,9,0.6284627092846271,0.06534061627100539,25,4,0.32,0.644,0.5245141567454361,0.40526475837296455
CD8T,2.0,SDAN_24,sciRED_38,739,26,10,0.525514403292181,0.0645481108049081,26,0,0.0,0.0,0.5665248391153659,0.4988673073395331
CD8T,2.0,SDAN_19,sciRED_20,739,26,7,0.6174863387978142,0.06305425449289143,26,0,0.0,0.0,0.4833293076911648,0.5753013258961269
CD8T,2.0,SDAN_8,sciRED_4,739,23,20,0.5228094575799722,0.06303021355286337,23,38,3.3043478260869565,1.0,0.5175974482216286,0.4753052346046852
CD8T,2.0,SDAN_22,sciRED_24,739,26,4,0.5619047619047619,0.05310928035855184,26,0,0.0,0.0,0.539301318475902,0.4872993066928195
CD8T,2.0,SDAN_23,sciRED_19,739,25,17,0.4991852696757373,0.044158520279843086,25,42,3.36,1.0,0.5960031138103729,0.5225670732167739
CD8T,2.0,SDAN_9,sciRED_28,739,25,9,0.6768645357686454,0.04329251371268991,25,6,0.48,0.817,0.5665433928407512,0.4447465457898545
CD8T,2.0,SDAN_13,sciRED_33,739,26,7,0.6128024980483997,0.03500032711003174,26,0,0.0,0.0,0.5168201030617987,0.48801375643326783
