cell_type,sdan_weight,program,cell_level_auroc,individual_level_auroc,connectivity_quantile
cd4_BL,0.25,SDAN_3,0.34882137957795856,0.26785714285714285,0.0
cd4_BL,0.25,SDAN_4,0.4740481920854728,0.5208333333333333,0.0
cd4_BL,0.25,SDAN_5,0.4430221635265495,0.48214285714285715,0.0
cd4_BL,0.25,SDAN_6,0.4515690918651445,0.5089285714285714,0.0
cd4_BL,0.25,SDAN_7,0.4561351753237718,0.5059523809523809,0.0
cd4_BL,0.25,SDAN_8,0.497073047237521,0.5684523809523809,0.0
cd4_BL,0.25,SDAN_9,0.4930855872741837,0.5982142857142857,0.0
cd4_BL,0.25,SDAN_10,0.5245825278720015,0.6458333333333334,0.0
cd4_BL,0.25,SDAN_11,0.46154385238815065,0.5089285714285714,0.0
cd4_BL,0.25,SDAN_12,0.4717220932133213,0.5267857142857143,0.0
cd4_BL,0.25,SDAN_13,0.48566647788139017,0.5416666666666667,0.0
cd4_BL,0.25,SDAN_14,0.42721029903047447,0.46726190476190477,0.0
cd4_BL,0.25,SDAN_15,0.48267826277694703,0.5446428571428571,0.0
cd4_BL,0.25,SDAN_16,0.36186139327586697,0.2976190476190476,0.0
cd4_BL,0.25,SDAN_17,0.4745694876725578,0.5684523809523809,0.0
cd4_BL,0.25,SDAN_18,0.4915027417768646,0.5773809523809524,0.0
cd4_BL,0.25,SDAN_19,0.5092861501852729,0.6071428571428572,0.0
cd4_BL,0.25,SDAN_20,0.46347663452926613,0.5089285714285714,0.0
cd4_BL,0.25,SDAN_21,0.47019960665794003,0.5505952380952381,0.0
cd4_BL,0.25,SDAN_22,0.47106823844762447,0.5386904761904763,0.0
cd4_BL,0.25,SDAN_23,0.49736901628349,0.6220238095238095,0.0
cd4_BL,0.25,SDAN_24,0.369962139095911,0.2976190476190476,0.0
cd4_BL,0.25,SDAN_25,0.43063273715686,0.46130952380952384,0.0
cd4_BL,0.25,SDAN_26,0.4639552550188516,0.5327380952380952,0.0
cd4_BL,0.25,SDAN_27,0.44670474286702366,0.494047619047619,0.0
cd4_BL,0.25,SDAN_28,0.4318151231528425,0.47619047619047616,0.0
cd4_BL,0.25,SDAN_29,0.4307012224775382,0.47619047619047616,0.0
cd4_BL,0.25,SDAN_30,0.49844944894287,0.6011904761904762,0.0
cd4_BL,0.25,SDAN_31,0.43668294644171834,0.48214285714285715,0.0
cd4_BL,0.25,SDAN_32,0.4364234257874609,0.48214285714285715,0.0
cd4_BL,0.25,SDAN_33,0.43802080589361286,0.4613095238095238,0.0
cd4_BL,0.25,SDAN_34,0.4320636932479037,0.4821428571428571,0.0
cd4_BL,0.25,SDAN_35,0.4672265467221608,0.5208333333333334,0.0
cd4_BL,0.25,SDAN_36,0.47266984849221694,0.5446428571428571,0.0
cd4_BL,0.25,SDAN_37,0.5102588924957345,0.6279761904761905,0.0
cd4_BL,0.25,SDAN_38,0.6355105358394832,0.7291666666666667,0.0
cd4_BL,0.25,SDAN_39,0.47289691851095356,0.5565476190476191,0.0
cd4_BL,0.5,SDAN_0,0.427160451612206,0.4732142857142857,0.0
cd4_BL,0.5,SDAN_1,0.4146641243132471,0.40773809523809523,0.0
cd4_BL,0.5,SDAN_2,0.4305320629333787,0.45535714285714285,0.0
cd4_BL,0.5,SDAN_3,0.34731311946224225,0.2708333333333333,0.0
cd4_BL,0.5,SDAN_4,0.4644220806501508,0.5238095238095237,0.0
cd4_BL,0.5,SDAN_5,0.42978965807913183,0.4464285714285714,0.0
cd4_BL,0.5,SDAN_6,0.46933491774500546,0.5297619047619047,0.0
cd4_BL,0.5,SDAN_7,0.39675433699556506,0.36904761904761907,0.0
cd4_BL,0.5,SDAN_8,0.43464310717600196,0.47321428571428575,0.0
cd4_BL,0.5,SDAN_9,0.5395848530716951,0.7023809523809526,0.0
cd4_BL,0.5,SDAN_10,0.673991459408126,0.7470238095238095,0.0
cd4_BL,0.5,SDAN_11,0.4374616561568316,0.4880952380952381,0.0
cd4_BL,0.5,SDAN_12,0.5204974584908796,0.6309523809523809,0.0
cd4_BL,0.5,SDAN_13,0.4602820389552845,0.5208333333333334,0.0
cd4_BL,0.5,SDAN_14,0.4467930058938831,0.49107142857142855,0.0
cd4_BL,0.5,SDAN_15,0.4542146186334783,0.5267857142857142,0.0
cd4_BL,0.5,SDAN_16,0.34703018639422145,0.2976190476190476,0.0
cd4_BL,0.5,SDAN_17,0.5136458236238938,0.625,0.0
cd4_BL,0.5,SDAN_18,0.4517916913202001,0.5,0.0
cd4_BL,0.5,SDAN_19,0.45213656639095234,0.5089285714285714,0.0
cd4_BL,0.5,SDAN_20,0.4414689487057908,0.5029761904761905,0.0
cd4_BL,0.5,SDAN_21,0.43445038324424284,0.47916666666666663,0.0
cd4_BL,0.5,SDAN_22,0.4393306092867496,0.5357142857142857,0.0
cd4_BL,0.5,SDAN_23,0.4935096238276063,0.5833333333333333,0.0
cd4_BL,0.5,SDAN_24,0.4470938676530782,0.5148809523809523,0.0
cd4_BL,0.5,SDAN_25,0.46020964875131537,0.5267857142857142,0.0
cd4_BL,0.5,SDAN_26,0.4564693911185139,0.5178571428571428,0.0
cd4_BL,0.5,SDAN_27,0.5316343798251693,0.6547619047619047,0.0
cd4_BL,0.5,SDAN_28,0.4615522193921317,0.5119047619047619,0.0
cd4_BL,0.5,SDAN_29,0.4663506919537621,0.5238095238095238,0.0
cd4_BL,0.5,SDAN_30,0.4800765973463342,0.5476190476190476,0.0
cd4_BL,0.5,SDAN_31,0.39129055675108304,0.39583333333333337,0.383
cd4_BL,0.5,SDAN_32,0.49522300218572146,0.5744047619047619,0.0
cd4_BL,0.5,SDAN_33,0.5189456198776374,0.636904761904762,0.0
cd4_BL,0.5,SDAN_34,0.399188708783007,0.363095238095238,0.0
cd4_BL,0.5,SDAN_35,0.4522461901847867,0.5059523809523809,0.0
cd4_BL,0.5,SDAN_36,0.4108470818997135,0.42261904761904756,0.0
cd4_BL,0.5,SDAN_37,0.46801608035160663,0.5416666666666667,0.0
cd4_BL,0.5,SDAN_38,0.489836732819189,0.5654761904761905,0.0
cd4_BL,0.5,SDAN_39,0.4475033822621542,0.5148809523809523,0.0
cd4_BL,1.0,SDAN_0,0.45942873541557755,0.5654761904761905,0.952
cd4_BL,1.0,SDAN_1,0.47331480012401067,0.5327380952380952,0.0
cd4_BL,1.0,SDAN_2,0.3880753813867849,0.2738095238095238,0.0
cd4_BL,1.0,SDAN_3,0.4146787138015208,0.5059523809523809,0.336
cd4_BL,1.0,SDAN_4,0.5039731828657268,0.6309523809523809,0.733
cd4_BL,1.0,SDAN_5,0.29350014234882654,0.09523809523809523,0.0
cd4_BL,1.0,SDAN_6,0.5069519502633537,0.6071428571428572,0.922
cd4_BL,1.0,SDAN_7,0.35011961607356346,0.2232142857142857,0.329
cd4_BL,1.0,SDAN_8,0.4791604061889149,0.5773809523809523,0.318
cd4_BL,1.0,SDAN_9,0.4798888674436921,0.5773809523809523,0.0
cd4_BL,1.0,SDAN_10,0.49153255397772944,0.5952380952380952,0.851
cd4_BL,1.0,SDAN_11,0.5892529422134685,0.6904761904761905,0.0
cd4_BL,1.0,SDAN_12,0.5041367953648656,0.46428571428571425,0.718
cd4_BL,1.0,SDAN_13,0.5037685838672681,0.5684523809523809,0.623
cd4_BL,1.0,SDAN_14,0.3430909654593865,0.16964285714285712,0.0
cd4_BL,1.0,SDAN_15,0.5516228019517493,0.6636904761904762,0.646
cd4_BL,1.0,SDAN_16,0.33188585008760446,0.23511904761904762,0.0
cd4_BL,1.0,SDAN_17,0.526112368272456,0.6398809523809523,0.534
cd4_BL,1.0,SDAN_18,0.5601300904480728,0.6904761904761905,0.599
cd4_BL,1.0,SDAN_19,0.5021581931121405,0.6309523809523809,0.772
cd4_BL,1.0,SDAN_20,0.5300042155853559,0.5982142857142858,0.552
cd4_BL,1.0,SDAN_21,0.4458000637276953,0.5059523809523809,0.943
cd4_BL,1.0,SDAN_22,0.38621880990302043,0.3125,0.0
cd4_BL,1.0,SDAN_23,0.5002728141434282,0.6011904761904762,0.0
cd4_BL,1.0,SDAN_24,0.4499271707605041,0.5089285714285714,0.89
cd4_BL,1.0,SDAN_25,0.5813241210171034,0.6666666666666667,0.864
cd4_BL,1.0,SDAN_26,0.4274411641736203,0.45238095238095233,0.973
cd4_BL,1.0,SDAN_27,0.558831262943105,0.6904761904761905,0.0
cd4_BL,1.0,SDAN_28,0.4482170556183714,0.3333333333333333,0.921
cd4_BL,1.0,SDAN_29,0.4423510090725003,0.4613095238095237,0.243
cd4_BL,1.0,SDAN_30,0.4385466227023245,0.47916666666666663,0.868
cd4_BL,1.0,SDAN_31,0.3977692224950997,0.3660714285714286,0.0
cd4_BL,1.0,SDAN_32,0.5335063766533065,0.6339285714285714,0.896
cd4_BL,1.0,SDAN_33,0.4690171531180303,0.5297619047619048,0.944
cd4_BL,1.0,SDAN_34,0.40265241624890746,0.39285714285714285,0.719
cd4_BL,1.0,SDAN_35,0.4249074099403046,0.4553571428571429,0.0
cd4_BL,1.0,SDAN_36,0.3506062911764666,0.2380952380952381,0.752
cd4_BL,1.0,SDAN_37,0.3674791905603309,0.30654761904761907,0.752
cd4_BL,1.0,SDAN_38,0.6984269652581055,0.7172619047619048,0.0
cd4_BL,1.0,SDAN_39,0.4577654830944305,0.5,0.577
cd4_BL,2.0,SDAN_0,0.5082917473816597,0.5833333333333333,0.219
cd4_BL,2.0,SDAN_1,0.3653527093220076,0.25,0.684
cd4_BL,2.0,SDAN_2,0.41240785319732687,0.38095238095238093,0.466
cd4_BL,2.0,SDAN_3,0.3273447030025977,0.22916666666666666,0.577
cd4_BL,2.0,SDAN_4,0.42169263139657875,0.38988095238095244,0.851
cd4_BL,2.0,SDAN_5,0.4041030487302417,0.22916666666666666,0.447
cd4_BL,2.0,SDAN_6,0.5093775877767106,0.6339285714285714,0.455
cd4_BL,2.0,SDAN_7,0.3931094851599237,0.30952380952380953,0.246
cd4_BL,2.0,SDAN_8,0.4828932086607526,0.5357142857142857,0.997
cd4_BL,2.0,SDAN_9,0.487620325284799,0.5773809523809523,0.0
cd4_BL,2.0,SDAN_10,0.7042305336713232,0.7827380952380952,0.0
cd4_BL,2.0,SDAN_11,0.4578065582451547,0.47023809523809523,0.422
cd4_BL,2.0,SDAN_12,0.42098852817054566,0.39583333333333337,0.677
cd4_BL,2.0,SDAN_13,0.5619022024723779,0.7023809523809523,0.961
cd4_BL,2.0,SDAN_14,0.3961465894031684,0.38690476190476186,0.871
cd4_BL,2.0,SDAN_15,0.4312448117820925,0.4613095238095238,0.842
cd4_BL,2.0,SDAN_16,0.365718075531672,0.31845238095238093,0.2
cd4_BL,2.0,SDAN_17,0.5072082752455559,0.6220238095238095,0.0
cd4_BL,2.0,SDAN_18,0.5472332783188046,0.6398809523809523,0.964
cd4_BL,2.0,SDAN_19,0.4856256053624475,0.4375,0.0
cd4_BL,2.0,SDAN_20,0.4395719732890786,0.45535714285714285,0.937
cd4_BL,2.0,SDAN_21,0.46406012118731416,0.49404761904761907,0.718
cd4_BL,2.0,SDAN_22,0.5310346868460903,0.6547619047619048,0.882
cd4_BL,2.0,SDAN_23,0.5555689165886535,0.6577380952380952,0.67
cd4_BL,2.0,SDAN_24,0.3164193292482766,0.26785714285714285,0.523
cd4_BL,2.0,SDAN_25,0.5845033883411077,0.6964285714285714,0.909
cd4_BL,2.0,SDAN_26,0.42802985171406227,0.34226190476190477,0.731
cd4_BL,2.0,SDAN_27,0.4798149152864065,0.5654761904761905,0.635
cd4_BL,2.0,SDAN_28,0.45522432013660086,0.27976190476190477,0.657
cd4_BL,2.0,SDAN_29,0.5152899483491589,0.5922619047619048,0.927
cd4_BL,2.0,SDAN_30,0.5699402421990142,0.6994047619047619,0.688
cd4_BL,2.0,SDAN_31,0.39267102797804554,0.34226190476190477,0.0
cd4_BL,2.0,SDAN_32,0.4210832374209567,0.4553571428571429,0.908
cd4_BL,2.0,SDAN_33,0.4995116911783578,0.5892857142857143,0.739
cd4_BL,2.0,SDAN_34,0.5732802598482423,0.5863095238095237,0.994
cd4_BL,2.0,SDAN_35,0.40890524042936327,0.28869047619047616,0.186
cd4_BL,2.0,SDAN_36,0.4343763635430302,0.375,0.0
cd4_BL,2.0,SDAN_37,0.3632910153743487,0.30357142857142855,0.0
cd4_BL,2.0,SDAN_38,0.48490662980794563,0.5595238095238095,0.0
cd4_BL,2.0,SDAN_39,0.48523239416879765,0.5267857142857143,0.485
cd4_BL,5.0,SDAN_0,0.5717922586891885,0.6726190476190477,0.729
cd4_BL,5.0,SDAN_1,0.4814009986707355,0.5059523809523809,0.999
cd4_BL,5.0,SDAN_2,0.39286553338088426,0.32142857142857145,0.0
cd4_BL,5.0,SDAN_3,0.26045130403683037,0.08928571428571427,0.0
cd4_BL,5.0,SDAN_4,0.29819881453653385,0.18749999999999997,0.0
cd4_BL,5.0,SDAN_5,0.4116622400065383,0.3601190476190476,0.124
cd4_BL,5.0,SDAN_6,0.5318225107698792,0.6458333333333334,0.728
cd4_BL,5.0,SDAN_7,0.4650918588966835,0.4791666666666667,0.977
cd4_BL,5.0,SDAN_8,0.5479849198050953,0.5416666666666667,0.81
cd4_BL,5.0,SDAN_9,0.5409952842518633,0.6547619047619047,0.0
cd4_BL,5.0,SDAN_10,0.4985884501235378,0.5238095238095237,0.997
cd4_BL,5.0,SDAN_11,0.37162889525828124,0.25,0.524
cd4_BL,5.0,SDAN_12,0.47022953706067744,0.494047619047619,0.983
cd4_BL,5.0,SDAN_13,0.28914969287776304,0.09226190476190474,0.348
cd4_BL,5.0,SDAN_14,0.535608905126449,0.6517857142857144,0.124
cd4_BL,5.0,SDAN_15,0.4312723781473782,0.4375,0.128
cd4_BL,5.0,SDAN_16,0.48876909551251646,0.5327380952380951,0.98
cd4_BL,5.0,SDAN_17,0.5816190895686509,0.6964285714285714,0.91
cd4_BL,5.0,SDAN_18,0.4249910926446014,0.49404761904761907,0.292
cd4_BL,5.0,SDAN_19,0.46934638332664647,0.5327380952380953,0.938
cd4_BL,5.0,SDAN_20,0.5267193728816536,0.6339285714285715,0.918
cd4_BL,5.0,SDAN_21,0.7131756714541803,0.7470238095238095,0.196
cd4_BL,5.0,SDAN_22,0.5845577232090391,0.7023809523809523,0.919
cd4_BL,5.0,SDAN_23,0.552094410537393,0.6488095238095238,0.51
cd4_BL,5.0,SDAN_24,0.48899833537991433,0.5565476190476191,0.972
cd4_BL,5.0,SDAN_25,0.36038613259007996,0.2708333333333333,0.462
cd4_BL,5.0,SDAN_26,0.5038392010431484,0.5982142857142857,1.0
cd4_BL,5.0,SDAN_27,0.5142585652454074,0.625,0.961
cd4_BL,5.0,SDAN_28,0.3617324941338099,0.22619047619047616,0.0
cd4_BL,5.0,SDAN_29,0.3651740767420592,0.24107142857142858,0.824
cd4_BL,5.0,SDAN_30,0.5111468713990643,0.6220238095238095,0.0
cd4_BL,5.0,SDAN_31,0.3243094899893145,0.22023809523809523,0.0
cd4_BL,5.0,SDAN_32,0.49821930145395066,0.6041666666666667,0.913
cd4_BL,5.0,SDAN_33,0.5044121255195817,0.34226190476190477,0.121
cd4_BL,5.0,SDAN_34,0.4543217559664928,0.5148809523809523,1.0
cd4_BL,5.0,SDAN_35,0.4546152512161284,0.4642857142857143,0.477
cd4_BL,5.0,SDAN_36,0.47184111405602636,0.5059523809523809,0.531
cd4_BL,5.0,SDAN_37,0.5732824761333534,0.6160714285714286,0.812
cd4_BL,5.0,SDAN_38,0.5324281265070739,0.7172619047619048,0.326
cd4_BL,5.0,SDAN_39,0.5177871359888904,0.47321428571428575,0.977
cd4_BL,10.0,SDAN_0,0.5779553929773228,0.6904761904761905,0.995
cd4_BL,10.0,SDAN_1,0.5049147409893023,0.6577380952380952,0.0
cd4_BL,10.0,SDAN_2,0.4111321468229363,0.375,0.484
cd4_BL,10.0,SDAN_3,0.4706850870776309,0.39583333333333337,0.999
cd4_BL,10.0,SDAN_4,0.317443151653678,0.2619047619047619,0.065
cd4_BL,10.0,SDAN_5,0.400385954442972,0.34226190476190477,0.081
cd4_BL,10.0,SDAN_6,0.48999482360227975,0.6130952380952381,0.962
cd4_BL,10.0,SDAN_7,0.41423825985229495,0.4732142857142857,0.855
cd4_BL,10.0,SDAN_8,0.4890963669472442,0.5476190476190477,0.998
cd4_BL,10.0,SDAN_9,0.4417492897756055,0.4821428571428571,0.469
cd4_BL,10.0,SDAN_10,0.3782059387322545,0.2619047619047619,0.996
cd4_BL,10.0,SDAN_11,0.45290306754122545,0.44940476190476186,0.382
cd4_BL,10.0,SDAN_12,0.4513683681995086,0.4017857142857143,0.978
cd4_BL,10.0,SDAN_13,0.5274011486182539,0.6547619047619048,0.998
cd4_BL,10.0,SDAN_14,0.5240798406368581,0.625,0.081
cd4_BL,10.0,SDAN_15,0.41733343076544827,0.43452380952380953,1.0
cd4_BL,10.0,SDAN_16,0.4723256868541956,0.4880952380952381,0.0
cd4_BL,10.0,SDAN_17,0.5531423207958296,0.6279761904761905,0.978
cd4_BL,10.0,SDAN_18,0.5152377242289523,0.5654761904761905,0.08
cd4_BL,10.0,SDAN_19,0.4687886266833635,0.5625,0.993
cd4_BL,10.0,SDAN_20,0.46506947652780983,0.5208333333333334,1.0
cd4_BL,10.0,SDAN_21,0.5509504148210289,0.6904761904761906,0.947
cd4_BL,10.0,SDAN_22,0.45873840270770094,0.5535714285714286,0.976
cd4_BL,10.0,SDAN_23,0.5714542393270463,0.6964285714285714,0.747
cd4_BL,10.0,SDAN_24,0.4294036276492417,0.39583333333333337,0.0
cd4_BL,10.0,SDAN_25,0.5236046353370915,0.5744047619047619,0.983
cd4_BL,10.0,SDAN_26,0.36946439101044365,0.23214285714285712,0.83
cd4_BL,10.0,SDAN_27,0.4245540749926715,0.41369047619047616,0.0
cd4_BL,10.0,SDAN_28,0.44422724428206883,0.29166666666666663,0.481
cd4_BL,10.0,SDAN_29,0.3609162595456455,0.08928571428571427,0.382
cd4_BL,10.0,SDAN_30,0.559438402640157,0.6488095238095237,0.0
cd4_BL,10.0,SDAN_31,0.3297261161296249,0.21130952380952384,0.0
cd4_BL,10.0,SDAN_32,0.2556577706248759,0.11309523809523808,0.0
cd4_BL,10.0,SDAN_33,0.4674391876694508,0.2946428571428571,1.0
cd4_BL,10.0,SDAN_34,0.5207603943349557,0.49702380952380953,0.999
cd4_BL,10.0,SDAN_35,0.5410061292736732,0.6279761904761905,1.0
cd4_BL,10.0,SDAN_36,0.5866468610986155,0.6875,0.975
cd4_BL,10.0,SDAN_37,0.5798447950311986,0.7083333333333333,0.378
cd4_BL,10.0,SDAN_38,0.6574793965693089,0.7827380952380952,0.517
cd4_BL,10.0,SDAN_39,0.6280084065171785,0.7321428571428571,0.588
cd8_BL,0.0,SDAN_0,0.31180899293446596,0.14880952380952378,0.0
cd8_BL,0.0,SDAN_1,0.5542695682610391,0.6726190476190477,0.0
cd8_BL,0.0,SDAN_2,0.4069772268378916,0.35119047619047616,0.0
cd8_BL,0.0,SDAN_3,0.5192480041818229,0.6160714285714286,0.0
cd8_BL,0.0,SDAN_4,0.49594440142746254,0.5833333333333333,0.0
cd8_BL,0.0,SDAN_5,0.4909379116984679,0.5982142857142857,0.0
cd8_BL,0.0,SDAN_6,0.4111768388847494,0.28273809523809523,0.0
cd8_BL,0.0,SDAN_7,0.4671290177862239,0.5327380952380952,0.0
cd8_BL,0.0,SDAN_8,0.4300728331663405,0.4285714285714286,0.0
cd8_BL,0.0,SDAN_9,0.4100448631206455,0.35119047619047616,0.0
cd8_BL,0.0,SDAN_10,0.4871243328906498,0.5714285714285714,0.0
cd8_BL,0.0,SDAN_11,0.42438703772576636,0.39583333333333337,0.0
cd8_BL,0.0,SDAN_12,0.555519848212369,0.6696428571428572,0.0
cd8_BL,0.0,SDAN_13,0.4611445384828427,0.5476190476190477,0.0
cd8_BL,0.0,SDAN_14,0.5395355550939863,0.6547619047619048,0.0
cd8_BL,0.0,SDAN_15,0.53776731594089,0.6577380952380952,0.0
cd8_BL,0.0,SDAN_16,0.7414089203513432,0.7857142857142856,0.0
cd8_BL,0.0,SDAN_17,0.42420446032080467,0.46726190476190477,0.0
cd8_BL,0.0,SDAN_18,0.45933008481286486,0.5119047619047619,0.0
cd8_BL,0.0,SDAN_19,0.44936943619409003,0.44047619047619047,0.0
cd8_BL,0.0,SDAN_20,0.42437497094746895,0.46726190476190477,0.0
cd8_BL,0.0,SDAN_21,0.38789863441804273,0.4196428571428572,0.0
cd8_BL,0.0,SDAN_22,0.48497574142162986,0.5684523809523809,0.0
cd8_BL,0.0,SDAN_23,0.5486455580426757,0.6577380952380953,0.0
cd8_BL,0.0,SDAN_24,0.3926246233848607,0.3125,0.0
cd8_BL,0.0,SDAN_25,0.4204347739007113,0.45238095238095233,0.0
cd8_BL,0.0,SDAN_26,0.5378380786802875,0.6488095238095237,0.0
cd8_BL,0.0,SDAN_27,0.4923168210184535,0.5922619047619048,0.0
cd8_BL,0.0,SDAN_28,0.5631533916831866,0.6696428571428572,0.0
cd8_BL,0.0,SDAN_29,0.4475425010798937,0.48809523809523814,0.0
cd8_BL,0.0,SDAN_30,0.42121447023173475,0.4017857142857143,0.0
cd8_BL,0.0,SDAN_31,0.5380042975146708,0.6547619047619049,0.0
cd8_BL,0.0,SDAN_32,0.5064326916972562,0.5922619047619048,0.0
cd8_BL,0.0,SDAN_33,0.5795861459949969,0.7023809523809523,0.0
cd8_BL,0.0,SDAN_34,0.43704676755682026,0.46130952380952384,0.0
cd8_BL,0.0,SDAN_35,0.36065643108072015,0.2857142857142857,0.0
cd8_BL,0.0,SDAN_36,0.4569128105604131,0.5327380952380953,0.0
cd8_BL,0.0,SDAN_37,0.36226944004633643,0.16369047619047616,0.0
cd8_BL,0.0,SDAN_38,0.5102606801458247,0.6101190476190477,0.0
cd8_BL,0.0,SDAN_39,0.4790596819951932,0.5535714285714286,0.0
cd8_BL,0.25,SDAN_0,0.3907190054121781,0.2946428571428571,0.0
cd8_BL,0.25,SDAN_1,0.5415460006114664,0.6517857142857142,0.0
cd8_BL,0.25,SDAN_2,0.4394167906275882,0.47023809523809523,0.0
cd8_BL,0.25,SDAN_3,0.3952827356041573,0.37202380952380953,0.0
cd8_BL,0.25,SDAN_4,0.49039183814726606,0.5654761904761905,0.0
cd8_BL,0.25,SDAN_5,0.44192894044273634,0.49404761904761907,0.0
cd8_BL,0.25,SDAN_6,0.38048183682406705,0.3005952380952381,0.0
cd8_BL,0.25,SDAN_7,0.4810484197517155,0.5595238095238095,0.0
cd8_BL,0.25,SDAN_8,0.375904401923403,0.30952380952380953,0.0
cd8_BL,0.25,SDAN_9,0.4487193436966364,0.46130952380952384,0.0
cd8_BL,0.25,SDAN_10,0.42961925084879005,0.4821428571428571,0.0
cd8_BL,0.25,SDAN_11,0.4351716067960261,0.45238095238095233,0.0
cd8_BL,0.25,SDAN_12,0.7134957046208588,0.8184523809523809,0.0
cd8_BL,0.25,SDAN_13,0.4704900509412937,0.5446428571428572,0.0
cd8_BL,0.25,SDAN_14,0.46678563293714637,0.5327380952380952,0.0
cd8_BL,0.25,SDAN_15,0.43878262130149615,0.4910714285714286,0.0
cd8_BL,0.25,SDAN_16,0.5624568773358909,0.6815476190476191,0.0
cd8_BL,0.25,SDAN_17,0.4765809335199717,0.5535714285714286,0.0
cd8_BL,0.25,SDAN_18,0.42967746994408107,0.4583333333333333,0.0
cd8_BL,0.25,SDAN_19,0.458745239998061,0.511904761904762,0.0
cd8_BL,0.25,SDAN_20,0.3934234980147247,0.36309523809523814,0.0
cd8_BL,0.25,SDAN_21,0.4319271984312027,0.45833333333333337,0.0
cd8_BL,0.25,SDAN_22,0.38469853310686497,0.43452380952380953,0.0
cd8_BL,0.25,SDAN_23,0.48760217316457144,0.5773809523809523,0.0
cd8_BL,0.25,SDAN_24,0.4795538393731014,0.5505952380952381,0.0
cd8_BL,0.25,SDAN_25,0.43093249782020493,0.47916666666666663,0.0
cd8_BL,0.25,SDAN_26,0.5142477966415294,0.6160714285714286,0.0
cd8_BL,0.25,SDAN_27,0.4438062781996151,0.49702380952380953,0.0
cd8_BL,0.25,SDAN_28,0.5202848763169737,0.6398809523809523,0.0
cd8_BL,0.25,SDAN_29,0.417797623043715,0.3869047619047619,0.0
