,Spectra_0,Spectra_1,Spectra_2,Spectra_3,Spectra_4,Spectra_5,Spectra_6,Spectra_7,Spectra_8,Spectra_9,Spectra_10,Spectra_11,Spectra_12,Spectra_13,Spectra_14,Spectra_15,Spectra_16,Spectra_17,Spectra_18,Spectra_19,Spectra_20,Spectra_21,Spectra_22,Spectra_23,Spectra_24,Spectra_25,Spectra_26,Spectra_27,Spectra_28,Spectra_29,Spectra_30,Spectra_31,Spectra_32,Spectra_33,Spectra_34,Spectra_35,Spectra_36,Spectra_37,Spectra_38,Spectra_39
SCLT1,6.235925536282239e-14,0.00019132201845622113,0.001609085430115016,0.012467336795302862,0.0015590423148321986,3.841357692972734e-09,1.0778672513727324e-07,2.7764369525119513e-09,4.636730245032291e-13,4.2650246425024574e-14,1.0892250009215585e-12,1.2263823999837682e-13,0.0020229605753427386,5.120109560393025e-14,6.577788493145267e-08,0.0030572952930442636,1.4482081363004293e-12,3.7915127300133477e-13,1.4675852535676057e-14,1.9210847338516468e-05,3.017339436967462e-05,0.0014824208732007705,1.005921071861304e-11,0.0064270814339082195,3.856542633506708e-09,5.70876894376388e-10,0.00888819065896428,0.005747358972751984,0.009452681793721792,1.0966638092756407e-10,0.009961042894869765,3.8831464637817994e-13,1.8569298583152768e-07,8.801198007693109e-11,2.8408069697149463e-10,1.770774048944403e-06,0.007289461679938128,8.498740910919332e-12,0.021339539741139626,1.017166145491276e-11
SCML1,2.209711376648617e-14,3.902718616179811e-14,7.894986114595449e-16,0.0022730118703049697,0.0002028339576440228,2.0836850107111304e-15,2.279950868295877e-14,3.1541471361378685e-06,2.115586240843216e-15,6.821241889578862e-15,5.839282088384495e-15,6.037613953894232e-16,2.4876875637399616e-15,2.912976009811541e-15,5.184614621682372e-05,3.550811630786242e-13,3.2947033122351366e-14,0.020568517270665304,2.0806311333916197e-15,0.005797324907092064,1.4904140013335704e-10,1.5561946190100707e-07,4.995890003594364e-15,3.184605779442386e-06,8.624292523895624e-05,7.887514518210108e-14,6.166837982433776e-07,2.454842600018855e-05,0.0010255573048168483,3.102691130778077e-05,2.0502624881389733e-08,9.96358468761007e-15,1.8788273251568515e-15,0.0009481005722406038,1.9802085934903465e-05,8.298470822108571e-16,4.985669459387732e-07,3.183948676571113e-13,1.049583182217818e-06,8.219966648103849e-10
SCML4,9.171275343128023e-10,0.012041439774872415,0.0026664842050405637,0.010011744824512015,0.001338522866975969,6.039625031809919e-07,4.1086248157407523e-10,4.609054922269784e-11,4.647729701845523e-11,1.1293665636910819e-10,0.01799366298444626,1.662844831008445e-05,0.0003398321325305344,1.0912752617747527e-11,0.3546103693403656,0.0019431432615842233,0.018491742736584937,0.011049761806188553,0.00042456279094649197,0.005574777826057406,1.5980280436083266e-12,6.025166938939788e-07,6.875996392746804e-13,0.030719638772431324,1.377014255775245e-11,6.107647211525781e-11,5.822166970047045e-08,5.843067787121449e-07,3.929388826093564e-12,0.004466073640210288,1.2568838644213271e-05,2.1384642040873698e-12,1.2791462074337644e-12,0.02357854582053093,5.602148381123574e-12,0.00026774183099958566,3.173853455402606e-06,8.507257888610323e-10,0.037711516120056736,0.02887515544237347
SCYL2,7.282813382797959e-09,2.3180062540825305e-13,6.4656828228833494e-12,1.4708510428851192e-07,0.0003817902230102512,4.4246333809378766e-14,0.0006669623342749452,2.5210264889795616e-11,1.053657270685456e-12,4.190933693245213e-08,3.0531281621878184e-13,1.1249239944941834e-13,1.4629607555539137e-13,6.256369730472409e-14,7.586091348836378e-07,0.0013995610524343447,0.023703837538326784,0.01002705830580829,1.9863678050473325e-05,0.0005313644479759574,1.6993128867833477e-11,0.0006284797722820898,9.860958877741802e-12,7.117884493098668e-05,0.007562056553304886,2.3737434986049532e-08,2.0168904193444795e-08,4.126383622195161e-13,3.5899501256414377e-09,0.03585829698956233,0.00490557245867592,8.421590259595383e-12,1.967860961123613e-06,4.5705634825731316e-12,0.006139716172242161,1.2630056463235795e-08,0.0020590473711294102,4.5375127470525665e-12,0.015057713515348453,0.014075625751505599
SCYL3,8.829105669181038e-15,0.0026206839472021895,0.00181674628385357,3.6913605181081054e-07,0.00043371073231103345,3.6328393649043513e-16,4.4491388255070345e-12,1.7716569409192186e-06,9.377038247294147e-13,2.236797073130055e-15,3.970138680597595e-06,9.858302559913112e-05,7.78639512473462e-16,9.789116743169674e-16,2.0590179680839842e-05,2.541447097465374e-07,0.00764187467283537,0.012689568316165127,6.076797315314866e-05,5.3851857812601334e-11,1.0758236773742011e-06,2.7225457263531528e-05,5.286790403881146e-14,0.02564696620321818,3.819186718998791e-13,4.022898630346869e-14,9.571951661505618e-06,0.0005517410288176635,4.211949138586628e-11,0.012676072907848128,0.0021097086643239553,2.6698860224149e-07,0.0009326086877571815,3.203476091907314e-12,2.890982748532033e-08,8.163794612461123e-08,5.317590160899271e-06,1.041290433804962e-05,0.019582818549053076,7.323838836890186e-13
SDR42E2,4.160783162369049e-15,8.227751701638034e-13,8.524823740993007e-12,0.03558264869549061,6.948400160577511e-07,4.943104890022723e-16,2.140843413522871e-12,1.3547003848939989e-06,8.875080186057952e-14,2.008534060728682e-15,1.1467811476593575e-12,9.27900533479239e-16,3.066914474832157e-16,1.8505988980220318e-15,1.7228315538856426e-08,2.3056658480090534e-11,8.478868246474318e-12,5.489105663414393e-14,2.5987107706699715e-15,1.411510850933354e-10,6.189659195615081e-17,3.7123494790555426e-13,5.89704279627794e-16,0.009327963334666173,1.280046098948852e-15,2.1693979757317096e-15,4.1076189418471574e-14,5.673167811799739e-15,5.3913443203127634e-15,5.181302757816271e-16,5.972297261413069e-11,1.7078993972390648e-15,9.182707457567755e-16,6.075905783604867e-13,2.282281223763032e-15,3.0172618927804714e-16,5.1839674562441214e-08,5.0330185338892054e-14,0.0009549764701691297,1.8897955284045202e-14
SEC23A,0.0014181307638549041,2.0062475524693894e-11,3.3921782875231964e-10,2.501868909446691e-07,0.001563520020127794,1.2158090740454183e-11,0.000422821441731383,3.6485322482399125e-07,1.855663223862641e-11,1.3327369627249755e-12,1.5967135578634523e-10,2.862521410588236e-14,2.7532499737852357e-13,3.9629182985634033e-13,3.741976832849793e-05,0.0007125133427861697,0.000663936592451715,1.4668946345236512e-12,3.7817914909170656e-08,0.003586429143155134,5.41027031944393e-13,0.0037331356154431047,8.875101933761422e-14,1.0313825922026035e-05,2.513539314114426e-13,2.890863601234222e-14,0.004215554007895843,0.0003411377945311408,2.0688984968162453e-13,3.364560294887329e-12,0.00666542516024634,2.576021771607373e-08,0.00021426230125028001,5.181116090710807e-12,0.0024906022493644724,0.00041378714256457407,0.007490948633303236,2.7786629265988002e-12,1.7342085716964526e-05,0.01830710602826921
SEC23B,7.616677544032818e-13,1.920180533601089e-11,0.005348511364799199,0.011329322745167337,0.0005990068324517333,7.951685999520508e-08,0.0025371011270984116,1.5560385839163464e-08,6.773549175971424e-07,1.890448698582919e-13,0.0026514802255643397,2.1342257040146414e-14,0.0007814787324410295,3.632698314866525e-14,8.089044508091938e-07,2.9318168578409064e-06,0.008066574337183576,4.2510437259028866e-13,2.7752584808912257e-14,2.327522973139882e-05,4.35974360817973e-12,0.002918223972159879,3.3549423026625333e-13,0.00017766073486058203,0.0022007668643411367,4.316815263353911e-12,0.005605590387944311,9.990653006920881e-06,4.235301523231147e-11,0.005052265428304535,0.00573541217028158,0.006881145872483332,0.001639875280697905,4.192163916173306e-12,1.5751403676378245e-09,3.907260771694116e-07,0.0038799173583706414,9.404884137682062e-12,0.00031578659241647674,0.018269260249852294
SEC24C,8.515567657104313e-14,1.1420393684917404e-13,1.346691152060657e-13,1.89348390555426e-11,0.0015317621753092264,4.174940028511344e-08,0.0006762806935497342,4.151601180219132e-12,3.1130588865089804e-06,1.1388223422346476e-13,5.026377630584738e-13,1.2527111339338094e-14,0.0002742414567963442,1.8845132688948717e-14,3.84607045447223e-11,0.0021972136705321063,0.0006254561989307726,6.159383432442613e-14,1.676108122933473e-14,0.0004020534039132693,4.719325541508606e-13,0.0025991138340452765,1.5168236812940604e-12,4.824933492038299e-09,0.005434383436775193,1.5051984321095607e-11,0.004341954101560145,0.0014265431131809312,6.26402641833999e-13,9.218694730394177e-12,0.007216310427648954,0.009721782175105225,0.0030322822775183085,1.6138095163994993e-12,5.808036294493348e-09,1.4571536364179902e-06,0.004804427155402804,5.2956877886370974e-12,6.207140364994139e-09,0.006174156578798129
SEC31A,2.0268453280891905e-12,2.5139545485089093e-11,1.507057796486888e-11,0.00040451396280097665,0.0014876506393916807,9.177269867769089e-10,1.7671359041064404e-05,3.6404136076959893e-09,0.004000604408397962,1.1333960549160063e-11,0.011500887932796876,6.231498653309793e-05,0.002608444205790481,0.00015510812422563075,1.0683329414960088e-07,0.0024663043257559854,0.038660225113147866,9.73737466547915e-11,2.2434223519250666e-13,0.003961767815747871,1.2151773280948358e-07,0.0032161375398279523,4.342702487901399e-06,0.0030903505540419342,0.07124481069977394,1.2247443398563527e-05,4.843620373926707e-07,0.0170554661819221,3.368049979523096e-08,0.06662453763288098,0.015506851549175376,0.01879534881607196,0.0012609715415983474,8.347912312754564e-07,9.959650696720162e-05,9.148871676870422e-06,0.006284636616952581,6.893030101426153e-09,0.027844616193105493,1.266124127589836e-07
SEC61A1,1.223230195107436e-12,5.036810402822948e-11,6.455093822902172e-09,7.507765309592709e-06,0.00022929579700048513,0.0003700884944468207,5.075966632787744e-06,1.85110860254031e-06,0.012744464477551395,0.00453028870904139,2.1125428158512693e-08,6.830614577915194e-15,1.8171552911511554e-11,2.85032724741507e-10,1.0445576636796125e-05,0.002960491818472552,1.5894583388773725e-05,2.1234995008494744e-13,1.4980880585612852e-07,0.00011532059004151275,1.5721346370567624e-09,0.0009853239452912105,0.0006910536959215048,0.09065940402959806,0.05826810785289006,0.0124027607874674,5.589932553992347e-05,1.525787959358059e-07,0.021798807942686266,0.06865667691721887,0.014745171061102529,0.00039782660945103217,0.003599428782742838,7.155634092819062e-12,0.06448766128323272,5.444950686608391e-06,1.2819855038849494e-08,8.965873032619948e-11,0.08801725837586498,0.008172324242829826
SEC63,1.2472065688878756e-11,3.864767735960742e-10,1.887351980312365e-09,5.900763631118983e-07,0.0004510300226872036,7.560648509305485e-07,4.825031600450064e-11,0.00027431615760746184,2.311148904145632e-11,0.0006207508873030688,0.0020846428797047477,3.4336292111962384e-13,0.0010539367855900636,6.640514523099021e-11,1.4511261988222487e-06,3.710780758038621e-07,5.868256250542475e-10,9.912934328691954e-13,0.000137343360332146,0.0028623710838566654,0.00012569174416211982,0.0017890254322089846,9.769896885312891e-10,0.00040851905909683407,0.045522777131991536,0.007168157508045214,0.008617290260995145,0.08914567715576231,0.09017705595186656,0.05393115806453019,0.029715148409888845,1.51267385638e-08,0.001176887696305999,0.021826173695871066,0.00661820703901532,0.0020592426848491424,0.010195648591928714,6.315446923950431e-05,0.0008467657355116519,0.009950167528584308
SEH1L,3.2666320660790572e-15,3.9300587570570737e-07,0.00473980594680792,2.8791529592427925e-09,0.0009740871943009674,8.941895290523693e-16,0.00021507763171133744,1.3699172250757488e-06,2.3549502830053878e-15,9.72071241190552e-16,8.934507293076126e-08,1.1485386491508166e-06,0.00030633362240557564,7.908341669899361e-16,1.9906145079763834e-05,6.770521173532116e-12,1.0466814664732581e-13,2.8864114742116433e-16,5.702948839908598e-16,2.4784156756264427e-11,2.2403110025603174e-12,0.0004482283720594254,4.6487531713156815e-10,1.1403996069832827e-05,5.944329067738322e-11,1.2500065809547244e-07,2.113779980779394e-08,4.702731030038402e-05,0.0008008217781959995,2.6416064756001178e-11,2.6283728386580128e-08,0.0003842979021214761,5.738952847400267e-11,0.013434637350241484,4.289346141273105e-13,0.0009023430344224011,1.3862524764820458e-06,1.2185142390625366e-11,0.00023296245183808973,2.6535508267997627e-12
SEL1L3,1.5861057161981856e-14,8.604156761688749e-14,9.996352581052783e-14,0.0004309498298343832,0.0005111255827651718,2.6508506455414386e-15,4.119785102253952e-14,2.09818332578804e-06,2.8746406518133853e-15,2.6505890157956248e-14,7.746146260209107e-12,3.157958117639076e-15,2.2277186637328224e-15,5.7159461295895194e-15,0.021094935215099492,0.001081856881426203,0.001882102968205196,7.16776181419527e-15,9.452264908350427e-15,1.1651269909098774e-12,3.685553886542457e-12,0.0007805988093850375,2.3787452396053595e-13,0.03923915023908959,1.04137597201699e-12,1.484673317059321e-13,0.012360364795225572,8.440452598020434e-12,4.2434706293650966e-12,0.0019866277997629303,0.0017712130253178032,1.0213865612528966e-12,8.14648571096243e-12,7.535823626037667e-11,1.321602917694522e-09,1.2065115240189983e-13,1.9244495240927773e-05,0.04094706236470909,0.028965262247818906,0.011759062272775195
SELENOI,2.53609662423592e-13,1.1056710267072397e-06,0.0014326013853559999,0.0031925368474719283,0.0006215981630749836,1.5112258234881024e-15,3.778193063623422e-11,7.313173892613707e-06,1.3479343448908765e-12,1.5082146390583253e-14,1.6203969514921036e-11,4.358602901756059e-12,7.965279369276147e-14,1.644622247129038e-14,0.03819037306305962,0.0005177485909116785,2.0439216233903858e-10,0.008406707149213535,0.0001289897111991976,1.2238801826890407e-08,1.3303972370234168e-17,1.0472167579206874e-13,1.1015000874707151e-17,0.0013140746145097943,1.2329235524831317e-16,1.5492815923106786e-16,1.2520181400343702e-14,1.2971845055976842e-16,1.51993604763907e-16,7.738145127284853e-18,2.400804777525565e-10,3.675491018602395e-13,4.8640337696534617e-14,5.215660540542875e-10,9.615084984027321e-14,2.36489562156995e-14,1.1947320980101208e-05,6.735780012690439e-10,0.025862032174591456,1.179843179430923e-08
SELENOO,5.471508812309308e-14,2.663666600888701e-07,0.0014519859591580564,0.0037399726734128483,0.0007305780476156513,4.843650175552148e-15,3.673779392057251e-12,1.4704708823510656e-05,8.473408556126368e-13,3.247257178842666e-14,1.0038239753913272e-10,9.667013373454379e-05,5.963350804227033e-15,1.5909641027334166e-14,0.11432725825976267,0.0012240621664766237,1.270487869129051e-10,3.2170404656222555e-12,7.63114167023712e-15,3.4570917336300322e-09,1.1900010886336934e-12,5.075622642097192e-06,2.434870919342922e-14,0.02207461056458294,4.574467805482731e-13,2.5142664139558242e-14,1.6250588599317744e-09,3.2872405341175227e-12,0.010191978105692718,5.481545660730778e-13,2.7455832298674966e-12,2.0318614447197417e-13,6.41516891226967e-14,1.4340748755732208e-09,2.664659454934285e-13,1.5278803749922403e-14,8.1687605093812e-06,1.4447024180794798e-09,0.0471262736888966,1.987997061119125e-11
SEMA4D,0.004321854920452386,1.897045204436198e-05,6.459176268244811e-11,0.010195220952610341,0.002999030714700385,8.511468416936884e-12,5.042652505520884e-10,0.000635634811963917,1.9417058926901976e-11,1.7833939571641787e-11,3.0711104533591473e-09,0.00020248082443663254,4.264393768700869e-12,0.0003671674736767117,0.14868241492698445,0.003248606543385841,3.247016617994738e-11,7.148702820073011e-07,6.173051064111124e-08,0.004839288022149165,1.5520720882294128e-10,1.6808073488315916e-06,7.171091378618508e-12,0.09606834076018947,6.669040770625638e-11,9.90478720890745e-11,0.008121330821685684,3.7804519663521115e-07,9.284826224351538e-12,0.006625832763858101,0.005034762242870902,3.0794520461612473e-11,3.9733753463175555e-10,0.029249097285453815,9.001015638303908e-08,5.0287727369484625e-09,3.877917208126721e-12,0.023977235326954054,0.03792073123041016,0.014358688279028592
SENP1,2.0244308498631208e-08,3.2917156536699595e-06,0.0009529257184701455,6.551757638407256e-07,0.0009226722495478314,7.006386594033604e-15,1.097216060322394e-06,1.8280909233891688e-06,1.6535902412258092e-13,6.745383591016924e-15,5.116954061813971e-12,1.2772076281578211e-14,6.123069656122864e-05,5.461473436074694e-15,1.575459146794072e-06,0.0006493407910877576,0.0017713406704599171,7.063763317204433e-15,5.229546983954771e-11,1.8701190076113147e-08,1.4458915711879797e-11,0.001531626463121527,1.3069295551254769e-11,3.409998319908946e-05,5.4716389542143456e-12,0.0007888882997820709,2.9510863003020597e-08,1.5979893450112177e-08,0.020841833095353344,0.011506276786544969,0.002553427846936387,0.006414054063142979,0.0015485401858470243,0.01758420644826871,7.041077542441055e-05,1.6159872993227518e-08,0.0005830032318423987,1.0986872169211223e-12,4.5572716753653706e-05,0.00894693883615632
SENP2,7.529623309525893e-15,6.698582876537898e-11,0.0006648442657464538,0.0016452668554594427,0.001337176829078333,2.5437526392432433e-14,0.0008725639327904986,0.00038996461232588186,3.657448442179385e-13,8.252376561481985e-14,4.731072912900169e-11,1.510366801113873e-14,2.4658657928259788e-14,9.695520269980193e-15,5.240570266560015e-06,0.0007601251534747687,0.00904424086269591,1.7974943407734434e-15,8.749438927754607e-15,0.001388893176817431,2.0411786548639266e-08,0.0012898309631853603,7.246365409284299e-05,0.0008426221182219098,1.2546100665857048e-11,8.924226553701831e-05,1.8566896117455486e-10,7.369291287521708e-14,3.185171271379593e-08,0.002738236437383196,0.002004507500411487,6.767800776274498e-05,0.0008049043253471718,2.7083124655915476e-12,0.000560586111970646,0.00042565715298840403,0.0026967154567868164,0.002494551228098149,3.431005319697903e-08,0.0052450652351334545
SENP7,7.298350945899829e-15,0.009745082813209143,0.0028628505371508816,0.003243985058289308,0.002299917595040699,6.8840512496350604e-15,2.206306764431538e-10,0.00032830987510233493,9.722981572718196e-12,2.408087368767307e-14,7.363795434425483e-10,2.0687022156744136e-15,5.3483231227951554e-15,3.513088397458103e-14,0.09987399936679879,9.7329942276975e-06,0.02545641916396939,1.1047550744347206e-14,0.00021320222182124107,9.581585286178833e-10,1.323090320542127e-10,0.0002526488778380105,4.145832025212031e-07,0.014308532388906387,0.009802881726056166,2.8225117605448214e-12,0.0001591873613439995,4.4381846887022224e-07,0.043514653579150825,0.004582956606677767,1.4815637352963436e-06,0.00016138395196437912,1.2464380087484885e-11,0.02197420813656055,0.003533072315721875,1.317037630021609e-12,6.054951841310125e-07,0.02352821078345679,2.2811706539858485e-05,2.1747554827391165e-09
SEPHS2,3.991219016232792e-12,8.088306815738428e-10,0.021141369216156346,0.008543189095870922,5.208983038921277e-10,8.199088654026288e-13,1.2933054516215493e-11,2.0840989458140748e-10,0.03945665555078494,5.86717320989805e-13,8.457949269429125e-10,2.4015067057666022e-14,2.7344511647452875e-06,4.484843546808595e-06,0.1110558071306234,1.902155126191915e-05,4.5472807408565963e-11,0.008103476000957916,1.9712926036691886e-14,9.205176615225643e-05,3.510656985504661e-05,7.328135954937036e-05,5.917811641899819e-14,0.020171979898760774,9.949415225147987e-13,7.090357084304452e-14,3.2114196294893397e-10,4.923165089653611e-10,8.512878106416204e-06,0.001843977985225458,1.9814546613657816e-09,1.3362801323789544e-12,1.7350697698236215e-12,3.91343205060613e-08,6.891164154045383e-12,4.345863386589649e-08,0.002064933162891491,0.007217786892720435,0.0003930587298809173,0.00745186986454409
SEPT11,1.0217831566481868e-07,5.635005407365816e-11,9.227150204007609e-10,2.2031326831985674e-08,1.1718164651896994e-06,3.3174516033275455e-05,2.67076058083488e-06,1.443506205435809e-07,1.904424472734847e-08,2.580075446058188e-11,0.0004419166442316744,2.5284946076737855e-14,1.4967721066930238e-05,8.286013593371211e-14,1.682882162346132e-05,0.001434476459473323,0.0008649948132756748,7.234737861063021e-13,1.861006441652021e-13,3.96052922387155e-06,1.1143402547920722e-12,0.006027668457741641,0.00015845518610481559,0.009984245996551495,4.444619925106293e-13,3.3287305084040108e-09,0.00796927983239651,0.00032159382748661006,6.048216869767681e-13,0.008966180123640215,0.01660964863692852,0.014173276040010068,1.2509641213226553e-07,1.0695313351196499e-08,2.398636033665106e-05,0.0024918001349507834,3.161067771523759e-05,0.030079832708912596,0.13297080749437387,6.288826425327807e-10
SEPT2,0.0029284113686497697,0.005755299809066469,0.007143247439242792,0.00019330851149450368,0.002757683506278402,0.006786408014386252,0.010137857031716681,6.918515572695574e-05,0.017486067189205954,0.02192911727412805,0.008971207758266682,2.93785022629591e-08,1.8001063620423314e-05,0.0003736784018668257,0.13034029659842133,0.002838841401226375,0.020269323628644986,4.6247127757311735e-12,9.885508849962945e-05,0.0022926669875925156,3.162385484659485e-06,0.0032189216267630087,5.618525908336971e-07,0.00916594603543647,0.021760497143963355,0.0005899775258608219,0.02154136153794956,4.1263436421371145e-07,1.1538684851851252e-06,0.002163506883777735,0.0029871508821829105,0.018735098457587706,5.734680836031337e-07,0.0014430213808531514,0.0007361591006881219,0.0018518620513071165,0.006241302618335062,0.0035258046287100844,0.001950752264039418,0.038202254472266606
SEPT6,0.010795026861328782,0.001499507952978694,0.010730403295919563,4.820013456932407e-05,0.0007183378049181274,7.743356614573289e-06,2.1725084503560326e-11,0.01103496245106327,1.6155924603467462e-11,8.397849853887512e-10,0.028337871640196244,0.00019264817805467605,7.775601148619583e-11,4.850520362460235e-11,0.264051761586743,0.003262880980517324,0.02277809006147402,0.02244185102729221,1.5884938656013173e-13,0.019497817736923086,0.0005069574073540403,0.0032573270627297124,0.0009157743067027929,0.06024754394552759,0.0012646426184372904,0.00020885147554804687,0.030690134967594568,1.8485318659197353e-11,0.01782606446692578,0.021530613965878118,0.004730429107058601,8.514840908185176e-05,0.004272398699236893,0.0384515528846154,4.539777566652987e-08,2.0307973015369057e-09,0.01818474535278876,2.5004381549819696e-05,0.007283800432403829,8.150093181999946e-05
SEPT9,4.473492816879516e-06,1.9660977550888572e-08,0.008569617776823892,0.00015713752305792858,2.7104450408879373e-06,1.9728282732548304e-07,0.010415680728926008,0.005105882091183465,0.011335783776514199,0.014381907212460137,0.024475978045721193,0.00034700265999736704,0.008790025764414672,4.4728509195346905e-07,0.087131037072239,0.005125074198530848,0.008193236159674324,0.015976628748239626,6.124099367576837e-05,0.01789181527905114,7.361199165708321e-05,0.0022707675067220687,0.0022674997454825677,0.18934508502279326,0.05742987652052877,0.0006047366743042038,5.214132943356808e-05,0.03591262739027085,0.00919235571870749,2.148377664294204e-09,0.013421243051821422,2.50778629837467e-06,1.5579853506970857e-05,0.006206683963229823,0.01835908541099839,0.0003690330015972398,0.016985161759351407,0.008138866826746373,0.04804022634812007,4.864497044133916e-05
SERINC5,5.971476983631361e-13,2.417028203681001e-10,9.506279856432208e-09,0.009247582022822609,0.0023060732397910274,1.8362169613337973e-09,1.9094736820069327e-12,1.369214154692034e-13,3.3346079427453797e-12,1.934890357438671e-13,5.732027515664668e-11,2.3182108948391872e-15,1.8513306242202663e-14,3.3575483100122503e-14,0.0968303562410391,1.1723975976010112e-10,1.973415052734242e-12,7.564725092785436e-13,5.875394807577696e-15,0.01963880052946789,2.177161370371002e-12,1.5490410316899253e-09,8.894070444167017e-14,0.0966627346785865,9.202729205041267e-13,1.4029964122083834e-13,0.06732064243881032,6.056850738744285e-13,1.6612264040123146e-12,2.4431467363439447e-12,9.93774860304622e-10,1.2781355693728025e-05,1.8114704686840167e-13,2.7393704153119925e-08,2.872411516699163e-09,4.274642523206275e-15,2.861432971972967e-07,3.44536861169519e-11,0.0006940294744158366,4.255412906862088e-07
SERPINA1,4.679848120055092e-15,1.5462136234941987e-12,4.056700637372399e-13,2.3160187117322e-06,1.3926665410315592e-07,1.3208066245358231e-09,1.9016105806973464e-08,2.6371822355405134e-07,0.0017383665622824414,2.1165021465618397e-15,4.667594737898797e-06,2.996233240183704e-08,8.876563699441838e-10,0.0029677797414593395,1.1840413867257296e-09,2.594655446839225e-07,7.362672269030119e-08,1.5458205203980465e-13,1.5951909165743913e-08,5.324810658941858e-09,9.311762676599838e-05,6.025790016398631e-08,1.3855784390554047e-14,3.7180415216804764e-07,3.7088205988798734e-14,7.579282681087167e-14,0.0009030431859549454,8.730942252379987e-10,2.7883450680781625e-08,1.5254817536754192e-08,0.00011774830346898616,8.361888001565876e-08,2.0536348379127133e-14,2.393427012860769e-09,2.230915392193586e-05,5.568275622738035e-15,6.97054680184224e-07,0.000891374005021489,2.763625376188405e-07,4.718725828688961e-08
SERPINB9,2.2974486138937323e-13,6.207294245602963e-06,1.0558542981105617e-10,0.000786492311090394,0.0017295069436269342,0.0006722082079668296,4.6154932581461914e-11,4.614578032634442e-11,1.2536558230047256e-12,2.925022127641189e-13,0.019126023688434125,1.7134315424458665e-14,8.767328514590286e-14,4.538204471435026e-14,0.05971837434184286,0.0039735986485246325,4.4197115164646616e-07,0.018098210413332944,7.40096241013541e-14,0.00020553186742612136,5.7120649051916176e-12,9.2381739659189e-06,5.548139316375702e-09,0.057243749094643054,1.9363060172192495e-12,0.0003208334548470834,1.7704134906371766e-06,4.036629177949843e-06,6.19152732823062e-11,0.017083283830366485,0.00022147068833112542,2.2157830683656685e-07,6.534602026697358e-13,0.021160330041792266,1.149842694992346e-10,0.00045767610526607154,0.004132875037722996,6.130175718281547e-12,0.00014758236243479983,0.054090012603640526
SERTAD1,2.068942828880395e-14,2.3349865348939547e-13,3.4441909076319733e-10,0.04821230831108292,1.6407098109753708e-14,3.3585754273906404e-06,0.0010773733703047668,7.876195520226694e-14,3.8076771198642024e-14,8.001952061481945e-14,4.331870759982222e-11,1.544337309997978e-15,0.0022639611676886803,7.575991279015937e-15,2.308339395429986e-08,3.715418495058735e-09,1.8074781126054015e-14,2.3667668059914344e-14,8.446262762752866e-15,2.5313009513674746e-06,0.00038301360840284967,4.792451859100794e-12,0.009361041905324498,1.4424017505507263e-07,1.2025776048978062e-06,8.488236395183457e-10,7.091162806576194e-07,0.009936867975078399,0.11075861552811762,1.198662274066908e-07,6.773689204824453e-07,0.006714974410272907,0.009480853820103602,0.05968826085325664,2.378252373183191e-08,0.010186256219927452,0.029981127926393666,4.5104205444030716e-11,0.16364372915308992,5.285569639657811e-08
SERTAD2,5.751638176826278e-14,0.002137097478198543,0.002638897783537563,0.0034618322318753043,0.001232994315737826,9.059968483294962e-16,5.0858577297457664e-12,2.578934318117996e-06,0.0012782921429412171,3.6411807514904994e-15,9.720281038372497e-12,2.375560968627438e-15,8.982094128861255e-16,2.2958551291295333e-15,0.00016178270264142913,7.329215263224534e-07,2.782324172513244e-10,1.47284058820757e-15,1.961817221493007e-15,1.244057701039728e-09,2.7767983221457766e-14,6.301825147222628e-07,2.192863742617891e-15,0.0003899554431723449,0.0042481464102416345,3.6869261829178135e-15,0.008856312401767253,2.7466110483325428e-08,0.032243031297860505,1.596805575215393e-07,6.63351976602213e-10,2.681309884454599e-06,1.5625916376861774e-11,0.02596689267284197,0.0051407410088771385,9.482148381558004e-13,0.00016411437376350748,0.016998445905569908,0.03764098310212403,4.6434942063509425e-08
SESN1,6.217503099677009e-14,3.977468071118882e-12,1.3655535291146872e-11,0.0032042676504507334,2.674443237004399e-05,1.7053618099469941e-15,1.7162697845490237e-12,1.6454594767075714e-05,1.8347319733310796e-13,1.0436695738526139e-13,1.1978804204421191e-11,3.1231368662096668e-15,3.0473232215648016e-15,2.8309309469209345e-15,0.23703794506912831,5.8360328836271744e-08,0.017476237998860434,0.012577919212166014,9.66917760837156e-05,2.718041515811891e-09,2.6701967708099802e-09,2.00500796269651e-06,7.8624037469481e-14,8.96446680084981e-06,0.002238734025294987,3.693961257017958e-12,0.007924536701638781,8.608820146786937e-13,0.07259716524946581,5.401599024233905e-06,6.465135691666709e-12,6.819620816491308e-14,1.0345419479229879e-14,2.7973890167712354e-11,1.3568794496314535e-14,1.97523375734848e-15,6.487250153284196e-07,3.328386078152459e-08,6.337511558252908e-05,0.035652944615303994
