cell_type,sdan_weight,program,factor,n_sdan_genes,n_spectra_genes,n_genes_overlap,n_program_genes_total,n_program_genes_overlap,auroc,average_precision
CD8T,2.0,SDAN_1,Spectra_3,1259,1178,674,23,16,0.7046922492401216,0.04786694270517524
CD8T,2.0,SDAN_1,Spectra_4,1259,1178,674,23,16,0.6618541033434651,0.03960524574119803
CD8T,2.0,SDAN_1,Spectra_5,1259,1178,674,23,16,0.7853343465045592,0.11096992281654221
CD8T,2.0,SDAN_1,Spectra_6,1259,1178,674,23,16,0.6627089665653495,0.04105917060448494
CD8T,2.0,SDAN_1,Spectra_7,1259,1178,674,23,16,0.4845174772036474,0.02316784547475026
CD8T,2.0,SDAN_1,Spectra_8,1259,1178,674,23,16,0.6383928571428571,0.03859376847469641
CD8T,2.0,SDAN_1,Spectra_9,1259,1178,674,23,16,0.7076367781155015,0.16052517192155916
CD8T,2.0,SDAN_1,Spectra_10,1259,1178,674,23,16,0.6028685410334347,0.10725781262760721
CD8T,2.0,SDAN_1,Spectra_11,1259,1178,674,23,16,0.4570668693009119,0.022859105314470964
CD8T,2.0,SDAN_1,Spectra_12,1259,1178,674,23,16,0.7232142857142857,0.07734476483244936
CD8T,2.0,SDAN_1,Spectra_13,1259,1178,674,23,16,0.3838335866261398,0.020179637933107876
CD8T,2.0,SDAN_1,Spectra_14,1259,1178,674,23,16,0.7308130699088146,0.0649841466087511
CD8T,2.0,SDAN_1,Spectra_15,1259,1178,674,23,16,0.6007788753799392,0.05223476689915649
CD8T,2.0,SDAN_1,Spectra_16,1259,1178,674,23,16,0.39342705167173253,0.0208090036499749
CD8T,2.0,SDAN_1,Spectra_17,1259,1178,674,23,16,0.8020516717325228,0.17911662060659128
CD8T,2.0,SDAN_1,Spectra_18,1259,1178,674,23,16,0.7604483282674772,0.07081410257705169
CD8T,2.0,SDAN_1,Spectra_19,1259,1178,674,23,16,0.6800911854103343,0.05953441188859687
CD8T,2.0,SDAN_1,Spectra_20,1259,1178,674,23,16,0.7284384498480243,0.061989290142455286
CD8T,2.0,SDAN_1,Spectra_21,1259,1178,674,23,16,0.6615691489361702,0.07247096557919164
CD8T,2.0,SDAN_1,Spectra_22,1259,1178,674,23,16,0.6671732522796353,0.06674916688169144
CD8T,2.0,SDAN_1,Spectra_23,1259,1178,674,23,16,0.3360562310030395,0.0230800204206805
CD8T,2.0,SDAN_1,Spectra_24,1259,1178,674,23,16,0.7577887537993921,0.12090230012605321
CD8T,2.0,SDAN_1,Spectra_25,1259,1178,674,23,16,0.6522606382978724,0.042937965859967814
CD8T,2.0,SDAN_1,Spectra_26,1259,1178,674,23,16,0.6310790273556232,0.044141194844633636
CD8T,2.0,SDAN_1,Spectra_27,1259,1178,674,23,16,0.5647796352583587,0.03274503173562301
CD8T,2.0,SDAN_1,Spectra_28,1259,1178,674,23,16,0.7032674772036474,0.05461882059304595
CD8T,2.0,SDAN_1,Spectra_29,1259,1178,674,23,16,0.6089475683890577,0.03078771031809822
CD8T,2.0,SDAN_1,Spectra_30,1259,1178,674,23,16,0.6369680851063829,0.04594052350731139
CD8T,2.0,SDAN_1,Spectra_31,1259,1178,674,23,16,0.6928191489361701,0.045258556680591124
CD8T,2.0,SDAN_1,Spectra_32,1259,1178,674,23,16,0.5530965045592705,0.028252338027487466
CD8T,2.0,SDAN_1,Spectra_33,1259,1178,674,23,16,0.8132598784194528,0.32199741106064717
CD8T,2.0,SDAN_1,Spectra_34,1259,1178,674,23,16,0.6773366261398176,0.05533300078880361
CD8T,2.0,SDAN_1,Spectra_35,1259,1178,674,23,16,0.6450417933130699,0.04343965227568247
CD8T,2.0,SDAN_1,Spectra_36,1259,1178,674,23,16,0.7456306990881458,0.05892565569957726
CD8T,2.0,SDAN_1,Spectra_37,1259,1178,674,23,16,0.6072378419452887,0.030990941817479932
CD8T,2.0,SDAN_1,Spectra_38,1259,1178,674,23,16,0.7371770516717325,0.08283484913505922
CD8T,2.0,SDAN_1,Spectra_39,1259,1178,674,23,16,0.6501709726443768,0.046136342059469884
CD8T,2.0,SDAN_2,Spectra_0,1259,1178,674,24,16,0.5275455927051672,0.030987014642912113
CD8T,2.0,SDAN_2,Spectra_1,1259,1178,674,24,16,0.44129939209726443,0.022155233590373247
CD8T,2.0,SDAN_2,Spectra_2,1259,1178,674,24,16,0.5072188449848024,0.025349063828685264
CD8T,2.0,SDAN_2,Spectra_3,1259,1178,674,24,16,0.41888297872340424,0.027529784502369578
CD8T,2.0,SDAN_2,Spectra_4,1259,1178,674,24,16,0.4997150455927052,0.027806231106708268
CD8T,2.0,SDAN_2,Spectra_5,1259,1178,674,24,16,0.48736702127659576,0.023320673519557255
CD8T,2.0,SDAN_2,Spectra_6,1259,1178,674,24,16,0.40501519756838905,0.02283455943262181
CD8T,2.0,SDAN_2,Spectra_7,1259,1178,674,24,16,0.49021656534954405,0.032184277220199314
CD8T,2.0,SDAN_2,Spectra_8,1259,1178,674,24,16,0.3940919452887538,0.023722877396080793
CD8T,2.0,SDAN_2,Spectra_9,1259,1178,674,24,16,0.47112462006079026,0.024531923915176217
CD8T,2.0,SDAN_2,Spectra_10,1259,1178,674,24,16,0.6122720364741641,0.03615194608850115
CD8T,2.0,SDAN_2,Spectra_11,1259,1178,674,24,16,0.40311550151975684,0.019826396988818065
CD8T,2.0,SDAN_2,Spectra_12,1259,1178,674,24,16,0.35115881458966564,0.017971634517580676
CD8T,2.0,SDAN_2,Spectra_13,1259,1178,674,24,16,0.4192629179331307,0.020026139837528434
CD8T,2.0,SDAN_2,Spectra_14,1259,1178,674,24,16,0.40416033434650456,0.022056019263489723
CD8T,2.0,SDAN_2,Spectra_15,1259,1178,674,24,16,0.5218465045592705,0.026854361605343352
CD8T,2.0,SDAN_2,Spectra_16,1259,1178,674,24,16,0.3479293313069909,0.01790221943203111
CD8T,2.0,SDAN_2,Spectra_17,1259,1178,674,24,16,0.3186740121580547,0.019223890834269633
CD8T,2.0,SDAN_2,Spectra_18,1259,1178,674,24,16,0.42477203647416417,0.020374769240134226
CD8T,2.0,SDAN_2,Spectra_19,1259,1178,674,24,16,0.5084536474164134,0.02563412278377803
CD8T,2.0,SDAN_2,Spectra_20,1259,1178,674,24,16,0.3342515197568389,0.017532826565310043
CD8T,2.0,SDAN_2,Spectra_21,1259,1178,674,24,16,0.5325797872340425,0.02706463775991687
CD8T,2.0,SDAN_2,Spectra_22,1259,1178,674,24,16,0.3697758358662614,0.01848941644878262
CD8T,2.0,SDAN_2,Spectra_23,1259,1178,674,24,16,0.7561740121580547,0.08544462721559262
CD8T,2.0,SDAN_2,Spectra_24,1259,1178,674,24,16,0.45013297872340424,0.022564134640963324
CD8T,2.0,SDAN_2,Spectra_25,1259,1178,674,24,16,0.35201367781155013,0.02574413427073248
CD8T,2.0,SDAN_2,Spectra_26,1259,1178,674,24,16,0.41137917933130697,0.02710787211537405
CD8T,2.0,SDAN_2,Spectra_27,1259,1178,674,24,16,0.38915273556231,0.02216515375918028
CD8T,2.0,SDAN_2,Spectra_28,1259,1178,674,24,16,0.4422492401215805,0.035307940431277995
CD8T,2.0,SDAN_2,Spectra_29,1259,1178,674,24,16,0.3754749240121581,0.019515725024768636
CD8T,2.0,SDAN_2,Spectra_30,1259,1178,674,24,16,0.4625759878419453,0.023165726710069223
CD8T,2.0,SDAN_2,Spectra_31,1259,1178,674,24,16,0.3143996960486322,0.016870582464163418
CD8T,2.0,SDAN_2,Spectra_32,1259,1178,674,24,16,0.41413373860182373,0.02286516885646709
CD8T,2.0,SDAN_2,Spectra_33,1259,1178,674,24,16,0.4778685410334347,0.028794488745124754
CD8T,2.0,SDAN_2,Spectra_34,1259,1178,674,24,16,0.3692059270516717,0.01884706505029342
CD8T,2.0,SDAN_2,Spectra_35,1259,1178,674,24,16,0.431895896656535,0.021411710932084972
CD8T,2.0,SDAN_2,Spectra_36,1259,1178,674,24,16,0.36939589665653494,0.023553463843493088
CD8T,2.0,SDAN_2,Spectra_37,1259,1178,674,24,16,0.42306231003039513,0.022128524424393142
CD8T,2.0,SDAN_2,Spectra_38,1259,1178,674,24,16,0.435790273556231,0.021753061232100336
CD8T,2.0,SDAN_2,Spectra_39,1259,1178,674,24,16,0.3549582066869301,0.018126580071290536
CD8T,2.0,SDAN_3,Spectra_0,1259,1178,674,23,20,0.5677370030581039,0.040985607630011016
CD8T,2.0,SDAN_3,Spectra_1,1259,1178,674,23,20,0.569724770642202,0.044570849505622234
CD8T,2.0,SDAN_3,Spectra_2,1259,1178,674,23,20,0.6613914373088685,0.09734504761846005
CD8T,2.0,SDAN_3,Spectra_3,1259,1178,674,23,20,0.5110091743119266,0.029967126091106026
CD8T,2.0,SDAN_3,Spectra_4,1259,1178,674,23,20,0.5532874617737004,0.038089081513249606
CD8T,2.0,SDAN_3,Spectra_5,1259,1178,674,23,20,0.5271406727828747,0.033161395975270076
CD8T,2.0,SDAN_3,Spectra_6,1259,1178,674,23,20,0.5866972477064221,0.036115746569594674
CD8T,2.0,SDAN_3,Spectra_7,1259,1178,674,23,20,0.5359327217125383,0.047839300709489635
CD8T,2.0,SDAN_3,Spectra_8,1259,1178,674,23,20,0.5222477064220183,0.030409914561312264
CD8T,2.0,SDAN_3,Spectra_9,1259,1178,674,23,20,0.4357033639143731,0.026396964291577243
CD8T,2.0,SDAN_3,Spectra_10,1259,1178,674,23,20,0.461697247706422,0.02740119812795362
CD8T,2.0,SDAN_3,Spectra_11,1259,1178,674,23,20,0.6095565749235474,0.049213653757191334
CD8T,2.0,SDAN_3,Spectra_12,1259,1178,674,23,20,0.6110091743119266,0.04505222693792735
CD8T,2.0,SDAN_3,Spectra_13,1259,1178,674,23,20,0.5581039755351682,0.03577799723577834
CD8T,2.0,SDAN_3,Spectra_14,1259,1178,674,23,20,0.5136085626911315,0.030002188847411515
CD8T,2.0,SDAN_3,Spectra_15,1259,1178,674,23,20,0.6728593272171253,0.07094450440983373
CD8T,2.0,SDAN_3,Spectra_16,1259,1178,674,23,20,0.4574923547400611,0.02648964624698022
CD8T,2.0,SDAN_3,Spectra_17,1259,1178,674,23,20,0.47675840978593276,0.029491032914995448
CD8T,2.0,SDAN_3,Spectra_18,1259,1178,674,23,20,0.5363149847094801,0.037902610081634786
CD8T,2.0,SDAN_3,Spectra_19,1259,1178,674,23,20,0.4782110091743119,0.028563225383582254
CD8T,2.0,SDAN_3,Spectra_20,1259,1178,674,23,20,0.527599388379205,0.030815783346717307
CD8T,2.0,SDAN_3,Spectra_21,1259,1178,674,23,20,0.5963302752293578,0.055204734865191056
CD8T,2.0,SDAN_3,Spectra_22,1259,1178,674,23,20,0.42538226299694193,0.032864573278907086
CD8T,2.0,SDAN_3,Spectra_23,1259,1178,674,23,20,0.41605504587155967,0.025810834289787518
CD8T,2.0,SDAN_3,Spectra_24,1259,1178,674,23,20,0.6864678899082568,0.06302566205014232
CD8T,2.0,SDAN_3,Spectra_25,1259,1178,674,23,20,0.5737003058103975,0.034529151732752034
CD8T,2.0,SDAN_3,Spectra_26,1259,1178,674,23,20,0.5769877675840979,0.050907067421751974
CD8T,2.0,SDAN_3,Spectra_27,1259,1178,674,23,20,0.6892966360856269,0.05274816559868224
CD8T,2.0,SDAN_3,Spectra_28,1259,1178,674,23,20,0.5256880733944954,0.03583123416209588
CD8T,2.0,SDAN_3,Spectra_29,1259,1178,674,23,20,0.5464067278287462,0.03574107948768109
CD8T,2.0,SDAN_3,Spectra_30,1259,1178,674,23,20,0.44288990825688074,0.03029418559075804
CD8T,2.0,SDAN_3,Spectra_31,1259,1178,674,23,20,0.516131498470948,0.03557769556987646
CD8T,2.0,SDAN_3,Spectra_32,1259,1178,674,23,20,0.6256880733944954,0.05362359153891446
CD8T,2.0,SDAN_3,Spectra_33,1259,1178,674,23,20,0.5237003058103975,0.032508820462467815
CD8T,2.0,SDAN_3,Spectra_34,1259,1178,674,23,20,0.5340978593272171,0.031353283374491725
CD8T,2.0,SDAN_3,Spectra_35,1259,1178,674,23,20,0.5610091743119267,0.047979016200455485
CD8T,2.0,SDAN_3,Spectra_36,1259,1178,674,23,20,0.5267584097859327,0.03080992672511276
CD8T,2.0,SDAN_3,Spectra_37,1259,1178,674,23,20,0.5499235474006116,0.0373911628476723
CD8T,2.0,SDAN_3,Spectra_38,1259,1178,674,23,20,0.6245412844036698,0.08593288941204744
CD8T,2.0,SDAN_3,Spectra_39,1259,1178,674,23,20,0.6218654434250764,0.04266128413495493
CD8T,2.0,SDAN_4,Spectra_0,1259,1178,674,25,16,0.6642287234042552,0.14077739848656876
CD8T,2.0,SDAN_4,Spectra_1,1259,1178,674,25,16,0.5621200607902734,0.15053831263947653
CD8T,2.0,SDAN_4,Spectra_2,1259,1178,674,25,16,0.32864741641337386,0.01720225635287189
CD8T,2.0,SDAN_4,Spectra_3,1259,1178,674,25,16,0.4469984802431611,0.02169974116519012
CD8T,2.0,SDAN_4,Spectra_4,1259,1178,674,25,16,0.5347644376899696,0.09011891847870743
CD8T,2.0,SDAN_4,Spectra_5,1259,1178,674,25,16,0.41479863221884494,0.02004514212048488
CD8T,2.0,SDAN_4,Spectra_6,1259,1178,674,25,16,0.3861132218844985,0.02441186028484415
CD8T,2.0,SDAN_4,Spectra_7,1259,1178,674,25,16,0.501709726443769,0.03063375846529274
CD8T,2.0,SDAN_4,Spectra_8,1259,1178,674,25,16,0.4508928571428571,0.022795458907356438
CD8T,2.0,SDAN_4,Spectra_9,1259,1178,674,25,16,0.390387537993921,0.019391372563224388
CD8T,2.0,SDAN_4,Spectra_10,1259,1178,674,25,16,0.5529065349544073,0.031210181228945446
CD8T,2.0,SDAN_4,Spectra_11,1259,1178,674,25,16,0.5102583586626139,0.02623924998367627
CD8T,2.0,SDAN_4,Spectra_12,1259,1178,674,25,16,0.5108282674772037,0.024453893529629102
CD8T,2.0,SDAN_4,Spectra_13,1259,1178,674,25,16,0.5861512158054711,0.03720761179715531
CD8T,2.0,SDAN_4,Spectra_14,1259,1178,674,25,16,0.4322758358662614,0.023377262650916025
CD8T,2.0,SDAN_4,Spectra_15,1259,1178,674,25,16,0.5240311550151975,0.03193815720628918
CD8T,2.0,SDAN_4,Spectra_16,1259,1178,674,25,16,0.4655205167173252,0.03011320475024638
CD8T,2.0,SDAN_4,Spectra_17,1259,1178,674,25,16,0.39342705167173253,0.019180302080616517
CD8T,2.0,SDAN_4,Spectra_18,1259,1178,674,25,16,0.39200227963525835,0.01937686529914926
CD8T,2.0,SDAN_4,Spectra_19,1259,1178,674,25,16,0.5443579027355623,0.10697727777079072
CD8T,2.0,SDAN_4,Spectra_20,1259,1178,674,25,16,0.3705357142857143,0.018368465664327566
CD8T,2.0,SDAN_4,Spectra_21,1259,1178,674,25,16,0.5119680851063829,0.027034660982420158
CD8T,2.0,SDAN_4,Spectra_22,1259,1178,674,25,16,0.5424582066869301,0.04672169594007959
CD8T,2.0,SDAN_4,Spectra_23,1259,1178,674,25,16,0.46305091185410335,0.023061327238023906
CD8T,2.0,SDAN_4,Spectra_24,1259,1178,674,25,16,0.5651595744680851,0.029623750142498167
CD8T,2.0,SDAN_4,Spectra_25,1259,1178,674,25,16,0.5671542553191489,0.030639724927640957
CD8T,2.0,SDAN_4,Spectra_26,1259,1178,674,25,16,0.5080737082066868,0.028570533725203517
CD8T,2.0,SDAN_4,Spectra_27,1259,1178,674,25,16,0.4969604863221885,0.03407914537285839
CD8T,2.0,SDAN_4,Spectra_28,1259,1178,674,25,16,0.35087386018237077,0.017820414273452323
CD8T,2.0,SDAN_4,Spectra_29,1259,1178,674,25,16,0.4175531914893617,0.020841090371964133
CD8T,2.0,SDAN_4,Spectra_30,1259,1178,674,25,16,0.2854293313069909,0.016516930512339927
CD8T,2.0,SDAN_4,Spectra_31,1259,1178,674,25,16,0.3982712765957447,0.01934346099551913
CD8T,2.0,SDAN_4,Spectra_32,1259,1178,674,25,16,0.4799582066869301,0.028442936175288917
CD8T,2.0,SDAN_4,Spectra_33,1259,1178,674,25,16,0.42477203647416417,0.02048717496357949
CD8T,2.0,SDAN_4,Spectra_34,1259,1178,674,25,16,0.3751899696048632,0.018652531847572304
CD8T,2.0,SDAN_4,Spectra_35,1259,1178,674,25,16,0.49800531914893614,0.024330200683056802
CD8T,2.0,SDAN_4,Spectra_36,1259,1178,674,25,16,0.46314589665653494,0.02213994557729055
CD8T,2.0,SDAN_4,Spectra_37,1259,1178,674,25,16,0.4307560790273556,0.02127106278164332
CD8T,2.0,SDAN_4,Spectra_38,1259,1178,674,25,16,0.4122340425531915,0.020009160791906205
CD8T,2.0,SDAN_4,Spectra_39,1259,1178,674,25,16,0.42857142857142855,0.025091494283168016
CD8T,2.0,SDAN_5,Spectra_0,1259,1178,674,23,15,0.5759231158320688,0.03847508469541581
CD8T,2.0,SDAN_5,Spectra_1,1259,1178,674,23,15,0.27132018209408193,0.015064097768577703
CD8T,2.0,SDAN_5,Spectra_2,1259,1178,674,23,15,0.43621648963075366,0.019344336674575288
CD8T,2.0,SDAN_5,Spectra_3,1259,1178,674,23,15,0.35275670207384924,0.018275405489376735
CD8T,2.0,SDAN_5,Spectra_4,1259,1178,674,23,15,0.4376327769347496,0.03814002858896313
CD8T,2.0,SDAN_5,Spectra_5,1259,1178,674,23,15,0.4022255943348508,0.01848133864786048
CD8T,2.0,SDAN_5,Spectra_6,1259,1178,674,23,15,0.3717754172989378,0.018013294459355535
CD8T,2.0,SDAN_5,Spectra_7,1259,1178,674,23,15,0.5080424886191199,0.038670142987853054
CD8T,2.0,SDAN_5,Spectra_8,1259,1178,674,23,15,0.4124430955993931,0.03249350121139945
CD8T,2.0,SDAN_5,Spectra_9,1259,1178,674,23,15,0.41800708143652,0.019703073088476263
CD8T,2.0,SDAN_5,Spectra_10,1259,1178,674,23,15,0.4482549317147193,0.02178049280913637
CD8T,2.0,SDAN_5,Spectra_11,1259,1178,674,23,15,0.46069802731411225,0.022464629263280335
CD8T,2.0,SDAN_5,Spectra_12,1259,1178,674,23,15,0.5195751138088012,0.027885945426996912
CD8T,2.0,SDAN_5,Spectra_13,1259,1178,674,23,15,0.5555892766818412,0.027899861863440185
CD8T,2.0,SDAN_5,Spectra_14,1259,1178,674,23,15,0.3911987860394538,0.01974696043974751
CD8T,2.0,SDAN_5,Spectra_15,1259,1178,674,23,15,0.5124936772888214,0.027122397407927868
CD8T,2.0,SDAN_5,Spectra_16,1259,1178,674,23,15,0.545371775417299,0.04587807823000247
CD8T,2.0,SDAN_5,Spectra_17,1259,1178,674,23,15,0.30510875063227116,0.015756250591652487
CD8T,2.0,SDAN_5,Spectra_18,1259,1178,674,23,15,0.4784016186140617,0.021160732044147357
CD8T,2.0,SDAN_5,Spectra_19,1259,1178,674,23,15,0.47212948912493674,0.023126758879054125
CD8T,2.0,SDAN_5,Spectra_20,1259,1178,674,23,15,0.45806777946383403,0.08825097686666089
CD8T,2.0,SDAN_5,Spectra_21,1259,1178,674,23,15,0.4261001517450683,0.019419045469469057
CD8T,2.0,SDAN_5,Spectra_22,1259,1178,674,23,15,0.42893272635306023,0.019831329720734356
CD8T,2.0,SDAN_5,Spectra_23,1259,1178,674,23,15,0.5832068791097622,0.028038450147195894
CD8T,2.0,SDAN_5,Spectra_24,1259,1178,674,23,15,0.31188669701568034,0.015805489042809703
CD8T,2.0,SDAN_5,Spectra_25,1259,1178,674,23,15,0.41689428426909453,0.019392844762557836
CD8T,2.0,SDAN_5,Spectra_26,1259,1178,674,23,15,0.40424886191198783,0.018632366962809933
CD8T,2.0,SDAN_5,Spectra_27,1259,1178,674,23,15,0.3889731917046029,0.017955682547660584
CD8T,2.0,SDAN_5,Spectra_28,1259,1178,674,23,15,0.4128477491148204,0.02112362402240116
CD8T,2.0,SDAN_5,Spectra_29,1259,1178,674,23,15,0.40758725341426405,0.019278541498445635
CD8T,2.0,SDAN_5,Spectra_30,1259,1178,674,23,15,0.46454223571067277,0.020455509570464245
CD8T,2.0,SDAN_5,Spectra_31,1259,1178,674,23,15,0.3497218007081436,0.01733640395826865
CD8T,2.0,SDAN_5,Spectra_32,1259,1178,674,23,15,0.3986848760748609,0.08523768485371189
CD8T,2.0,SDAN_5,Spectra_33,1259,1178,674,23,15,0.4372281234193222,0.023506380122397096
CD8T,2.0,SDAN_5,Spectra_34,1259,1178,674,23,15,0.46231664137582196,0.022026299056544102
CD8T,2.0,SDAN_5,Spectra_35,1259,1178,674,23,15,0.398583712696004,0.01970420385205317
CD8T,2.0,SDAN_5,Spectra_36,1259,1178,674,23,15,0.3876580677794638,0.01936463412153394
CD8T,2.0,SDAN_5,Spectra_37,1259,1178,674,23,15,0.37005563985837125,0.024279116370265103
CD8T,2.0,SDAN_5,Spectra_38,1259,1178,674,23,15,0.4645422357106727,0.023458035217955055
CD8T,2.0,SDAN_5,Spectra_39,1259,1178,674,23,15,0.31299949418310574,0.015923378097243233
CD8T,2.0,SDAN_7,Spectra_0,1259,1178,674,25,14,0.5466450216450216,0.02830066785336128
CD8T,2.0,SDAN_7,Spectra_1,1259,1178,674,25,14,0.3041125541125541,0.014941703130772291
CD8T,2.0,SDAN_7,Spectra_2,1259,1178,674,25,14,0.4445887445887446,0.018722089541667854
CD8T,2.0,SDAN_7,Spectra_3,1259,1178,674,25,14,0.46298701298701295,0.01974712832567889
CD8T,2.0,SDAN_7,Spectra_4,1259,1178,674,25,14,0.5031385281385281,0.021410114649050516
CD8T,2.0,SDAN_7,Spectra_5,1259,1178,674,25,14,0.4168831168831169,0.020065407734495614
CD8T,2.0,SDAN_7,Spectra_6,1259,1178,674,25,14,0.5114718614718614,0.023403404368511183
CD8T,2.0,SDAN_7,Spectra_7,1259,1178,674,25,14,0.5599567099567099,0.028886551005642847
CD8T,2.0,SDAN_7,Spectra_8,1259,1178,674,25,14,0.46374458874458874,0.02169500290914053
CD8T,2.0,SDAN_7,Spectra_9,1259,1178,674,25,14,0.5507575757575758,0.02439112843583989
CD8T,2.0,SDAN_7,Spectra_10,1259,1178,674,25,14,0.4091991341991342,0.019177439088880102
CD8T,2.0,SDAN_7,Spectra_11,1259,1178,674,25,14,0.611038961038961,0.1412383780800265
CD8T,2.0,SDAN_7,Spectra_12,1259,1178,674,25,14,0.5189393939393938,0.02277112768967853
CD8T,2.0,SDAN_7,Spectra_13,1259,1178,674,25,14,0.6323593073593073,0.03498170487357844
CD8T,2.0,SDAN_7,Spectra_14,1259,1178,674,25,14,0.43246753246753245,0.018159661533266765
CD8T,2.0,SDAN_7,Spectra_15,1259,1178,674,25,14,0.4912337662337662,0.03703596682203938
CD8T,2.0,SDAN_7,Spectra_16,1259,1178,674,25,14,0.6257575757575757,0.031140255174221445
CD8T,2.0,SDAN_7,Spectra_17,1259,1178,674,25,14,0.41277056277056273,0.017703575714150634
CD8T,2.0,SDAN_7,Spectra_18,1259,1178,674,25,14,0.3845238095238095,0.016890657290001904
CD8T,2.0,SDAN_7,Spectra_19,1259,1178,674,25,14,0.35335497835497837,0.015841197410575315
CD8T,2.0,SDAN_7,Spectra_20,1259,1178,674,25,14,0.44112554112554114,0.01887590080358755
