term	set_size	overlap	pval	padj
Immune::CAO_BLOOD_FLUZONE_AGE_05_14YO_CORRELATED_WITH_H3N1_HI_TITER_1DY_POSITIVE	6	6	2.226151200457229e-06	0.0006121059589257205
Immune::GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	130	34	2.424180388955965e-06	0.0006418690963202293
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	62	21	2.5884849848334656e-06	0.0006608956841633731
Reactome::REACTOME_GPCR_LIGAND_BINDING	72	23	2.762883624033611e-06	0.0006810984492488373
Immune::GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	131	34	2.920601150075336e-06	0.0006959792540629526
Immune::HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP	160	39	3.0272534309824405e-06	0.0006978280468353118
Immune::GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_UP	172	41	3.123583368125609e-06	0.0006978280468353118
Reactome::REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	36	15	3.752658547454902e-06	0.0008129623016895483
GO_BP::GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	94	27	3.892335965689278e-06	0.0008184208770209602
Reactome::REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	54	19	4.063421840849857e-06	0.0008299829354353037
Immune::GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	128	33	4.7618384641728435e-06	0.000934155068173506
Immune::SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_DN	157	38	4.8347653549335186e-06	0.000934155068173506
Immune::GSE3565_CTRL_VS_LPS_INJECTED_DUSP1_KO_SPLENOCYTES_DN	134	34	5.028080886152876e-06	0.000945940796187024
Reactome::REACTOME_CELLULAR_RESPONSE_TO_STARVATION	140	35	5.252518263136894e-06	0.0009628270016196322
Immune::GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	189	43	6.554260139471968e-06	0.0011714101434271275
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP	119	31	7.288052805148491e-06	0.001260589600312971
Immune::CAO_BLOOD_FLUMIST_AGE_05_14YO_CORRELATED_WITH_H3N2_VN_TITER_7DY_POSITIVE	9	7	7.405897777751404e-06	0.001260589600312971
Immune::GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN	154	37	7.702684406838764e-06	0.0012806160656858214
GO_BP::GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	279	57	8.027255021318817e-06	0.0013042465033501868
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	47	17	8.49653637431236e-06	0.0013498164119990902
GO_BP::GOBP_CYTOPLASMIC_TRANSLATION	143	35	8.716482881507269e-06	0.0013546551330412056
Immune::GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	161	38	9.08912041000563e-06	0.0013825132300240477
Immune::GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP	115	30	9.886414713158527e-06	0.001472457891341048
GO_BP::GOBP_DEFENSE_RESPONSE	915	146	1.111350474629471e-05	0.001621437661862467
Immune::GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP	133	33	1.1493947562525723e-05	0.0016434046224899277
GO_BP::GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	23	11	1.5459864151377614e-05	0.0021671091925136972
GO_BP::GOBP_REGULATION_OF_CELL_ACTIVATION	386	72	1.598861742734595e-05	0.002198127422848004
GO_BP::GOBP_T_CELL_ACTIVATION	381	71	1.8913362264468115e-05	0.002551162770352501
GO_BP::GOBP_HUMORAL_IMMUNE_RESPONSE	65	20	2.2765349603222937e-05	0.002959611435753717
Immune::GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	97	26	2.2769426348643786e-05	0.002959611435753717
Immune::FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE	103	27	2.4693289617141656e-05	0.0031017707784519125
GO_BP::GOBP_REGULATION_OF_T_CELL_ACTIVATION	250	51	2.4842788627045876e-05	0.0031017707784519125
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_UP	218	46	2.5405363999389873e-05	0.0031017707784519125
GO_BP::GOBP_GLIAL_CELL_ACTIVATION	24	11	2.5598611823844288e-05	0.0031017707784519125
Immune::GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	66	20	2.9195059184864713e-05	0.003450777782947825
GO_BP::GOBP_RESPONSE_TO_CHEMOKINE	37	14	2.9444320151044528e-05	0.003450777782947825
Reactome::REACTOME_INTERFERON_SIGNALING	213	45	3.0034804616551467e-05	0.0034632067452213945
Immune::GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_DN	164	37	3.446544506863513e-05	0.003911007409455119
Immune::GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP	134	32	3.541550773160331e-05	0.003956022887081751
Immune::GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	183	40	3.6536322885716804e-05	0.004018433420153684
Immune::GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_UP	100	26	4.044112331807864e-05	0.004380508948499154
Immune::GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_DN	135	32	4.142611726280476e-05	0.0043934992528367415
Immune::GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_UP	89	24	4.1790173337935156e-05	0.0043934992528367415
Immune::FOURATI_BLOOD_TWINRIX_AGE_25_83YO_RESPONDERS_VS_POOR_RESPONDERS_0DY_DN	329	62	4.5001716977548626e-05	0.004662569198152103
Immune::GSE22886_NAIVE_BCELL_VS_DC_UP	124	30	4.740790140239592e-05	0.004841701244653263
Immune::ERWIN_COHEN_BLOOD_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_UP	90	24	5.090413293518338e-05	0.005045731600826806
GO_BP::GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	224	46	5.165820842443466e-05	0.005045731600826806
Immune::GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	167	37	5.215240761581087e-05	0.005045731600826806
GO_BP::GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	658	108	5.2228862562761745e-05	0.005045731600826806
GO_BP::GOBP_IMMUNE_EFFECTOR_PROCESS	366	67	5.757122327100758e-05	0.005487689002192443
Immune::GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN	168	37	5.96715844352323e-05	0.005540157884772412
Immune::GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP	168	37	5.96715844352323e-05	0.005540157884772412
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_UP	91	24	6.176104553102327e-05	0.005660637365401094
Immune::GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP	156	35	6.277417223380077e-05	0.005680665282271413
Immune::GSE24574_BCL6_HIGH_VS_LOW_TFH_CD4_TCELL_UP	157	35	7.208432614757242e-05	0.006441635595362441
Immune::GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP	151	34	7.367680204942922e-05	0.006470737729698497
Reactome::REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	70	20	7.422023973077029e-05	0.006470737729698497
Immune::GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP	81	22	7.670976260218127e-05	0.006607205937867397
Immune::GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	164	36	8.028777216410939e-05	0.006833062895252595
GO_BP::GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	329	61	8.419864275896088e-05	0.0070816011421624865
Reactome::REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	50	16	8.758308248396881e-05	0.007277502070399406
Immune::GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_UP	122	29	8.856381034057188e-05	0.007277502070399406
GO_BP::GOBP_AMIDE_METABOLIC_PROCESS	832	130	9.407803285935614e-05	0.007642771101267466
Immune::GSE14000_UNSTIM_VS_4H_LPS_DC_DN	141	32	0.00010132293545203233	0.008138850174680664
Immune::GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	117	28	0.00010271528505568718	0.008154405523899762
Immune::ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_NAIVE_NOT_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP	19	9	0.00010379786021469832	0.008154405523899762
Immune::GSE41978_ID2_KO_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	173	37	0.00011419660905061166	0.008873821283726335
Immune::GSE1460_DP_VS_CD4_THYMOCYTE_DN	136	31	0.00011871030724029208	0.009125376198503744
Immune::GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	124	29	0.00012057793955715064	0.009170337126532658
Immune::HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	95	24	0.00012890027836304707	0.009700085158078142
Reactome::REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	62	18	0.00013404495502406286	0.009879251375948715
Immune::ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_7DY_UP	62	18	0.00013404495502406286	0.009879251375948715
Immune::GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	107	26	0.00013743927148274625	0.010026054610511766
Immune::GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP	131	30	0.00013898240944220595	0.010033668315078445
GO_BP::GOBP_REGULATION_OF_CELL_CELL_ADHESION	280	53	0.00014035065484792903	0.010033668315078445
GO_BP::GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	90	23	0.00014674384395948795	0.010386848915508706
GO_BP::GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	887	136	0.0001554498699212857	0.010895207059483053
Immune::GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP	138	31	0.00015769059282963617	0.010944951923680283
Immune::GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	132	30	0.00016057773709602212	0.011038175408648675
GO_BP::GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	85	22	0.000166352076667404	0.011326199962812105
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	202	41	0.00016928483477378622	0.011417144186771677
Immune::GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP	145	32	0.0001764839463104002	0.01179143674928085
Immune::GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_UP	133	30	0.00018512401150896243	0.012254181095162707
Reactome::REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	152	33	0.0001951661274130218	0.012800391237391677
GO_BP::GOBP_LEUKOCYTE_PROLIFERATION	197	40	0.00020058030964858933	0.013035896669797865
Immune::GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	116	27	0.00022189562391862624	0.014291277616164496
GO_BP::GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	788	122	0.00023036702916411382	0.014704409745484374
GO_BP::GOBP_NEUROINFLAMMATORY_RESPONSE	34	12	0.00023638127231255667	0.014954776245685555
GO_BP::GOBP_ALPHA_BETA_T_CELL_ACTIVATION	135	30	0.0002444776274895009	0.015331320692302123
Immune::GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_UP	93	23	0.00024827526708702806	0.01541835954391018
Immune::KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE	39	13	0.0002522510621878115	0.01541835954391018
Immune::GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP	154	33	0.0002523357206095246	0.01541835954391018
Immune::ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_UP	692	109	0.00025855799369673647	0.015664670313033636
Reactome::REACTOME_INTERLEUKIN_10_SIGNALING	21	9	0.00026685952777047916	0.01603175431958954
Immune::GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP	174	36	0.00028010980472055285	0.016687541616226934
Immune::GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN	168	35	0.00029472840680100024	0.016931546193640273
Immune::GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP	149	32	0.00029812249212776796	0.016931546193640273
Immune::GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	149	32	0.00029812249212776796	0.016931546193640273
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN	149	32	0.00029812249212776796	0.016931546193640273
GO_BP::GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	118	27	0.00029841583723579166	0.016931546193640273
Immune::GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	118	27	0.00029841583723579166	0.016931546193640273
GO_BP::GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	162	34	0.0003094051010825247	0.017280758340929448
Immune::GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	162	34	0.0003094051010825247	0.017280758340929448
GO_BP::GOBP_CELL_ACTIVATION	658	104	0.0003151920192534779	0.017467501904210182
Immune::GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN	156	33	0.00032399556345039923	0.017644099112381142
GO_BP::GOBP_LEUKOCYTE_CELL_CELL_ADHESION	255	48	0.0003253984038142498	0.017644099112381142
Immune::GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	83	21	0.00032578277840737316	0.017644099112381142
GO_BP::GOBP_SPERMIDINE_METABOLIC_PROCESS	7	5	0.0003357480941528965	0.018047091166158324
GO_BP::GOBP_REGULATION_OF_NUCLEAR_DIVISION	89	22	0.00033829974985654293	0.01804854411734646
Immune::GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_UP	119	27	0.0003447837128184562	0.018123961492199584
Immune::GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN	119	27	0.0003447837128184562	0.018123961492199584
Immune::SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_7DY_DN	26	10	0.0003516802382200906	0.018351547613397284
Immune::GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN	170	35	0.00037288416633309707	0.019317021051560225
Immune::GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_UP	132	29	0.00037748498199170635	0.01941467723927129
Immune::GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN	151	32	0.0003832719730600704	0.019509180736132847
Immune::GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP	126	28	0.0003882992714718688	0.019509180736132847
GO_BP::GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	67	18	0.00038917941269093993	0.019509180736132847
GO_BP::GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	190	38	0.0003924533028158061	0.019509180736132847
Immune::GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	164	34	0.00039296713190699816	0.019509180736132847
GO_BP::GOBP_MONOCYTE_CHEMOTAXIS	22	9	0.0004060391066062151	0.019795340984582185
GO_BP::GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	108	25	0.00040866058040675183	0.019795340984582185
Immune::GSE7219_WT_VS_NIK_NFKB2_KO_LPS_AND_ANTI_CD40_STIM_DC_UP	108	25	0.00040866058040675183	0.019795340984582185
Immune::GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_UP	102	24	0.0004098070311537507	0.019795340984582185
Immune::GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN	139	30	0.00041602152450856037	0.01982758585807799
Immune::GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_UP	139	30	0.00041602152450856037	0.01982758585807799
Immune::GSE2124_CTRL_VS_LYMPHOTOXIN_BETA_TREATED_MLN_UP	73	19	0.0004204423832680016	0.01990558011909234
Immune::GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	133	29	0.0004311240987609332	0.020216869339860107
GO_BP::GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	152	32	0.00043343353189928324	0.020216869339860107
GO_BP::GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	18	8	0.0004383291016475474	0.020216869339860107
Immune::FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_336HR_DN	18	8	0.0004383291016475474	0.020216869339860107
GO_BP::GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	165	34	0.0004418237654591364	0.020247423713252347
GO_BP::GOBP_REGULATION_OF_CATALYTIC_ACTIVITY	832	126	0.00045918091555310176	0.020870146757412805
GO_BP::GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	85	21	0.0004612509704393934	0.020870146757412805
Immune::GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP	172	35	0.000468955844609577	0.021085316560464567
Immune::GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP	140	30	0.0004728219033605693	0.021126273669529436
GO_BP::GOBP_CELL_CELL_ADHESION	400	68	0.0004825502932062314	0.021427031342430736
Immune::GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_DN	153	32	0.0004893199439708342	0.021593507897824035
GO_BP::GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	636	100	0.0004949466178145635	0.021620964907450503
Immune::KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	166	34	0.0004959908021851844	0.021620964907450503
GO_BP::GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	27	10	0.000501769411602413	0.02174030014270091
GO_BP::GOBP_REGULATION_OF_IMMUNE_RESPONSE	562	90	0.0005154512203713327	0.02212091955516338
GO_BP::GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	186	37	0.0005183766731887212	0.02212091955516338
Reactome::REACTOME_TRANSLATION	267	49	0.0005198369681448381	0.02212091955516338
Immune::GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP	173	35	0.0005247591692605101	0.02219824438487211
Immune::GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	110	25	0.0005479489936101684	0.022703176388958683
Immune::GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	154	32	0.0005514797402623251	0.022703176388958683
Immune::GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN	154	32	0.0005514797402623251	0.022703176388958683
GO_BP::GOBP_CELL_ADHESION	608	96	0.0005537945925961314	0.022703176388958683
Immune::GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	98	23	0.0005572740188884945	0.022703176388958683
GO_BP::GOBP_T_CELL_PROLIFERATION	135	29	0.0005589255902163559	0.022703176388958683
Immune::GSE29618_BCELL_VS_MONOCYTE_UP	135	29	0.0005589255902163559	0.022703176388958683
Immune::GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN	69	18	0.0005734416357462031	0.02316121047429156
Immune::KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP	129	28	0.0005803216904525078	0.023307414410365046
Immune::SCHERER_PBMC_YF_VAX_OR_APSV_WETVAX_AGE_18_40YO_JOINT_TO_VACCINIA_AND_YELLOW_FEVER_DN	23	9	0.0005998453432542761	0.023699986307449787
GO_BP::GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	248	46	0.0005998685507682093	0.023699986307449787
GO_BP::GOBP_MYELOID_LEUKOCYTE_ACTIVATION	123	27	0.0006000416172399513	0.023699986307449787
Immune::GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_UP	142	30	0.0006072882529763938	0.023724064046602402
Immune::GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN	142	30	0.0006072882529763938	0.023724064046602402
Reactome::REACTOME_SIGNALING_BY_ROBO_RECEPTORS	181	36	0.0006146981617876045	0.023827419112145136
GO_BP::GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	11	6	0.0006165998791085257	0.023827419112145136
Immune::GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP	111	25	0.0006320014564475808	0.024291281785719113
Reactome::REACTOME_SARS_COV_1_HOST_INTERACTIONS	87	21	0.0006433017525113742	0.02455149844876885
GO_BP::GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	64	17	0.000645640188609392	0.02455149844876885
Immune::GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN	162	33	0.0006591860108120333	0.024659138973417507
Immune::GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP	162	33	0.0006591860108120333	0.024659138973417507
GO_BP::GOBP_CELL_CHEMOTAXIS	130	28	0.0006606815596559378	0.024659138973417507
GO_BP::GOBP_REGULATION_OF_CELL_ADHESION	419	70	0.0006622681050351323	0.024659138973417507
Immune::ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_RESPONDERS_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP	19	8	0.000681624549962347	0.02511821601897329
Immune::PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGED_POST_VACCINATION_VS_UNCHALLENGED_72HR_TOP_30_DEG_UP	19	8	0.000681624549962347	0.02511821601897329
Immune::SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_JOINT_TO_VACCINIA_AND_YELLOW_FEVER_UP	48	14	0.0006937836090604748	0.025298222879693032
Immune::SCHERER_PBMC_YF_VAX_AGE_18_40YO_JOINT_TO_VACCINIA_AND_YELLOW_FEVER_UP	48	14	0.0006937836090604748	0.025298222879693032
Immune::GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN	118	26	0.0007076711181474539	0.025298222879693032
GO_BP::GOBP_V_D_J_RECOMBINATION	15	7	0.000708809378825232	0.025298222879693032
GO_BP::GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	243	45	0.0007090173728027802	0.025298222879693032
Reactome::REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	243	45	0.0007090173728027802	0.025298222879693032
